"cell_type_formatted","marker","neg_log10_p"
"ciliated cell","LRP11",130.549719630521
"ciliated cell","SERPINB6",130.043455483332
"ciliated cell","CACNG6",130.031169950118
"ciliated cell","SMIM5",129.788303916304
"ciliated cell","JOSD2",129.062468158423
"ciliated cell","TJP3",128.829944537083
"ciliated cell","AKNA",128.799955086426
"ciliated cell","FBXW9",128.587132849613
"ciliated cell","NAT14",128.346581060434
"ciliated cell","PRSS12",128.319271878288
"ciliated cell","FAIM",128.145555683281
"ciliated cell","TTC21A",127.980778943304
"ciliated cell","SYNE1",127.875959063776
"ciliated cell","DNER",127.41224493719
"ciliated cell","PAPOLA",127.15624815248
"ciliated cell","ZMYND12",126.939485550091
"ciliated cell","LINC01571",126.822183857103
"ciliated cell","ARHGAP39",126.803442761716
"ciliated cell","C6orf52",126.497452071826
"ciliated cell","GAS2L2",126.438716426388
"ciliated cell","PPOX",126.400551540659
"ciliated cell","RHPN1",126.399727522378
"ciliated cell","ZNF688",126.348817822857
"ciliated cell","TMF1",126.012404896091
"ciliated cell","LRRC4",125.846754942498
"ciliated cell","RRAD",125.612484234682
"ciliated cell","DZANK1",125.560051139867
"ciliated cell","ZC2HC1A",125.399494897922
"ciliated cell","CFAP47",125.263495270068
"ciliated cell","KIF27",125.012656100475
"ciliated cell","CFDP1",124.934306944389
"ciliated cell","GOLGA2P7",124.872345948919
"ciliated cell","C6orf229",124.682060010464
"ciliated cell","WRAP53",124.615959918553
"ciliated cell","ALOX15",124.539173486248
"ciliated cell","TP73",124.072917735364
"ciliated cell","CASC2",123.3822838902
"ciliated cell","C1orf141",123.246819083504
"ciliated cell","C5orf45",123.0276809885
"ciliated cell","AGBL2",122.814733515731
"ciliated cell","PRKAR1A",122.726378705397
"ciliated cell","MPDZ",122.665005492074
"ciliated cell","LRRC45",122.626118574838
"ciliated cell","C1orf228",121.911700022335
"ciliated cell","VPS35",121.207525867143
"ciliated cell","IFT140",120.97070628093
"ciliated cell","PCYT2",120.897628288243
"ciliated cell","PRR7",120.644834481096
"ciliated cell","CCDC148",120.519504667074
"ciliated cell","PHTF1",120.422855083579
"ciliated cell","APPL2",120.397555541145
"ciliated cell","C15orf26",120.000720307151
"ciliated cell","WDR90",119.894791364161
"ciliated cell","CHST6",119.644353805841
"ciliated cell","IFT74",119.458460387318
"ciliated cell","LCA5L",119.312239939226
"ciliated cell","SPATA6L",119.215031432777
"ciliated cell","UBB",118.796940037132
"ciliated cell","RNF130",118.763056506694
"ciliated cell","PNMA1",118.317203233583
"ciliated cell","PPP1CB",118.135204644962
"ciliated cell","CERKL",118.115770597759
"ciliated cell","C16orf71",117.804415659567
"ciliated cell","SMKR1",117.507861552761
"ciliated cell","CAST",117.332801977572
"ciliated cell","EFCAB12",117.28615396952
"ciliated cell","PALMD",117.143444106627
"ciliated cell","IFI27",116.680505555639
"ciliated cell","RFX2",116.18085551114
"ciliated cell","CCDC81",116.093049062923
"ciliated cell","ALDH1A1",115.884976447365
"ciliated cell","ALS2CR12",115.786246123189
"ciliated cell","WDR19",115.517918989453
"ciliated cell","GLB1L",115.510592696231
"ciliated cell","KIF3B",115.495978294748
"ciliated cell","GNA14",115.435301159603
"ciliated cell","YWHAE",114.952711011434
"ciliated cell","SLC27A2",114.656049236055
"ciliated cell","ANKRD42",114.298023370709
"ciliated cell","DNAJC10",114.26181243433
"ciliated cell","TP53TG1",113.793581321138
"ciliated cell","CYB5D1",113.667171525986
"ciliated cell","STPG1",113.448412252904
"ciliated cell","NDUFB1",113.433618437403
"ciliated cell","MSH3",113.392640665746
"ciliated cell","PPP4R3B",112.367917655678
"ciliated cell","MARCKS",112.145346825287
"ciliated cell","STYXL1",111.962158754457
"ciliated cell","STOM",111.81435343211
"ciliated cell","TCTN2",111.741735876838
"ciliated cell","PPP1R14C",111.309134334376
"ciliated cell","ANKRD45",111.254751419047
"ciliated cell","B3GNT5",111.065902909083
"ciliated cell","CLGN",111.036235380963
"ciliated cell","TMBIM6",110.885014034482
"ciliated cell","DNAH1",110.526812408816
"ciliated cell","WBSCR27",110.517750484951
"ciliated cell","ACAP1",110.451090945215
"ciliated cell","MYEF2",110.429868950114
"ciliated cell","FAM47E",110.382710834913
"ciliated cell","CLHC1",110.029433367504
"ciliated cell","CCDC80",109.97864653049
"ciliated cell","MDM1",109.768449541996
"ciliated cell","C11orf63",109.63384077237
"ciliated cell","ENO4",109.326318840824
"ciliated cell","C21orf2",109.161456429135
"ciliated cell","DAPP1",109.032625551526
"ciliated cell","CEP41",108.897994580339
"ciliated cell","TEKT3",108.509366203567
"ciliated cell","MTRNR2L8",108.286647121587
"ciliated cell","PPP1R36",108.142688290355
"ciliated cell","MIPEP",108.045482276517
"ciliated cell","ODF2",107.908015508087
"ciliated cell","ALMS1",107.851971146675
"ciliated cell","HACD4",107.719113270597
"ciliated cell","GOLGA2P5",107.445336706894
"ciliated cell","OR7E37P",107.330471555377
"ciliated cell","DGKH",107.328417876871
"ciliated cell","FAM161A",107.230125639243
"ciliated cell","SSBP3",107.208108102457
"ciliated cell","ABI2",107.163708227297
"ciliated cell","LRRC18",107.095951054552
"ciliated cell","AKR1C3",106.834031488856
"ciliated cell","CROCC",106.024793694815
"ciliated cell","C11orf49",105.948426055933
"ciliated cell","IQCH",105.880054810337
"ciliated cell","FAM179B",105.66383008886
"ciliated cell","GAS7",105.646014254991
"ciliated cell","PLA2G16",105.46474518007
"ciliated cell","BICC1",104.882776368839
"ciliated cell","CEP19",104.807989597493
"ciliated cell","GABARAP",104.806934319386
"ciliated cell","SMAP2",104.497368761602
"ciliated cell","GLUL",103.987744870787
"ciliated cell","ZBED5-AS1",102.880328204394
"ciliated cell","PFDN5",102.768609910509
"ciliated cell","COLCA1",102.630890649335
"ciliated cell","PKIB",102.559725655896
"ciliated cell","TUFM",102.206155962935
"ciliated cell","AGBL4",101.809074577847
"ciliated cell","ZNF440",101.722312984208
"ciliated cell","AHSA1",101.472447724221
"ciliated cell","LINC00094",101.091362790104
"ciliated cell","STX2",100.856966698199
"ciliated cell","SMYD2",100.60454991412
"ciliated cell","NBEA",100.471094747725
"ciliated cell","OXTR",100.439675204357
"ciliated cell","MUC4",100.262483591476
"ciliated cell","LPPR3",99.874966431766
"ciliated cell","CCDC157",99.2059337916768
"ciliated cell","TMEM14B",99.0978727356245
"ciliated cell","GCLM",99.0181291457895
"ciliated cell","ZNF106",98.9900610582382
"ciliated cell","MLLT4",98.8117084542102
"ciliated cell","LRRC74B",98.6076397982004
"ciliated cell","AZIN1-AS1",98.5146800561778
"ciliated cell","LRRC27",98.3939737552341
"ciliated cell","MAPK10",98.2881661417821
"ciliated cell","DERL3",98.249125378308
"ciliated cell","TRIM2",97.9816383985636
"ciliated cell","CMIP",97.6468442533722
"ciliated cell","CIR1",97.37785696715
"ciliated cell","WDR35",97.0742437224903
"ciliated cell","KIAA2012",96.5847845400435
"ciliated cell","UBL5",96.3726660052963
"ciliated cell","RCAN3AS",96.3673067796436
"ciliated cell","GSN",95.7293461722036
"ciliated cell","GSTP1",95.5851337150162
"ciliated cell","SMIM19",95.5684585721777
"ciliated cell","WFDC6",95.4905072880118
"ciliated cell","CASC4",95.3571260394104
"ciliated cell","UBE3D",95.166327010167
"ciliated cell","SYNGAP1",95.1453331137371
"ciliated cell","ZNF664",94.7596012514902
"ciliated cell","CENPBD1P1",94.6937448987455
"ciliated cell","CCDC69",94.5449818776704
"ciliated cell","MAOB",94.3564790291196
"ciliated cell","DYDC1",94.2938607538879
"ciliated cell","PTPRF",94.118940806534
"ciliated cell","TMEM59",94.1175492156813
"ciliated cell","CFAP61",94.0958650933826
"ciliated cell","KDM1B",93.9096958281032
"ciliated cell","LGALS3",93.8696278986717
"ciliated cell","PLXNB2",93.7942153511164
"ciliated cell","MEIG1",93.3847535666596
"ciliated cell","AGTRAP",93.3337528057486
"ciliated cell","SF3B2",93.0755995457061
"ciliated cell","IRF9",93.0117715452747
"ciliated cell","TCEB2",92.8679393471294
"ciliated cell","APOO",92.8087533341739
"ciliated cell","CNTN5",92.7809890590895
"ciliated cell","RHOU",92.5727380752827
"ciliated cell","IFT80",92.4610461429188
"ciliated cell","MRLN",92.4208468623199
"ciliated cell","C8orf34",92.2931703308384
"ciliated cell","STK36",92.1481672767099
"ciliated cell","C10orf67",92.1105665800025
"ciliated cell","NDUFAB1",92.067921997373
"ciliated cell","RHPN2",92.0660411455975
"ciliated cell","STRBP",91.9874239475605
"ciliated cell","UCKL1-AS1",91.8452852676155
"ciliated cell","NAP1L1",91.7769500992253
"ciliated cell","LOC101060498",91.2372104606462
"ciliated cell","TMC4",90.6461265054219
"ciliated cell","SRD5A2",90.1883766087205
"ciliated cell","CIPC",89.9582516629716
"ciliated cell","SYTL3",89.9079327485673
"ciliated cell","BBS4",89.8231693442683
"ciliated cell","CCDC138",89.7496607847282
"ciliated cell","LRGUK",89.4953792267925
"ciliated cell","DNAJB6",89.4936968376346
"ciliated cell","RBM47",89.3892282080503
"ciliated cell","DNAL4",89.3412808441116
"ciliated cell","ECI2",89.3173795351964
"ciliated cell","WDR13",89.2026915186025
"ciliated cell","SCAMP4",89.1810797058122
"ciliated cell","RRM2B",89.1615402351971
"ciliated cell","MSRB1",89.1336014879398
"ciliated cell","MCAT",89.0124853799289
"ciliated cell","CCDC33",88.9855083078544
"ciliated cell","CRISPLD1",88.896010447034
"ciliated cell","CEP97",88.7768176923728
"ciliated cell","TMEM123",88.1702645571322
"ciliated cell","C11orf31",88.1697537528297
"ciliated cell","IL7",88.1132951989217
"ciliated cell","FBXL13",87.898030368949
"ciliated cell","MLXIP",87.7904291886896
"ciliated cell","SCPEP1",87.7810789057076
"ciliated cell","SURF2",87.7144478180162
"ciliated cell","SPATA13",87.6166170519344
"ciliated cell","BCAS3",87.4322511889969
"ciliated cell","KIAA1211L",87.1899160193038
"ciliated cell","ATP9A",87.1802956670783
"ciliated cell","ITGB8",87.1136875059569
"ciliated cell","CNTD1",87.0856185893135
"ciliated cell","SMIM6",86.7533433163298
"ciliated cell","SLAIN2",86.740729448119
"ciliated cell","TM9SF1",86.7066786293427
"ciliated cell","SCCPDH",86.4037727638269
"ciliated cell","NDUFA1",86.2974764959446
"ciliated cell","CLDN16",86.2566992444851
"ciliated cell","SERTAD4-AS1",86.1824569996918
"ciliated cell","ARHGAP32",86.0636923239248
"ciliated cell","UQCR11",85.950339041571
"ciliated cell","LMLN",85.6637951102576
"ciliated cell","KLHL32",85.2631205200955
"ciliated cell","CCDC60",85.2336363127713
"ciliated cell","ATP5I",85.2254767063052
"ciliated cell","C5orf42",85.1922481970471
"ciliated cell","ZKSCAN1",85.0825657168317
"ciliated cell","MRPL40",84.8832148230543
"ciliated cell","SYT8",84.4758798188407
"ciliated cell","SPTBN1",84.2714640884493
"ciliated cell","CEP162",84.1663900840739
"ciliated cell","NSUN7",84.1278395272895
"ciliated cell","CYGB",84.027577246343
"ciliated cell","ST6GALNAC2",83.9053175789053
"ciliated cell","LRRC56",83.8574939961716
"ciliated cell","ABCA13",83.5311554019729
"ciliated cell","DCDC2",83.5280500537912
"ciliated cell","UBE2H",83.5145575643378
"ciliated cell","DZIP1",83.4198688308075
"ciliated cell","BAIAP2L1",83.4132975191201
"ciliated cell","CHCHD5",83.3284748518498
"ciliated cell","TMEM254",83.2684436680433
"ciliated cell","BBIP1",83.2658469292915
"ciliated cell","DLG5-AS1",83.1649158000171
"ciliated cell","USP2",83.0740219854025
"ciliated cell","CES4A",82.8948471191399
"ciliated cell","CD46",82.8034418162866
"ciliated cell","CD164",82.7012501127237
"ciliated cell","LMNTD1",82.3337393341816
"ciliated cell","CCDC30",82.2055361153464
"ciliated cell","CEP83",82.0918976505415
"ciliated cell","TTC30B",81.968756623034
"ciliated cell","IGF2BP2",81.8666893933066
"ciliated cell","RPP38",81.8127334976473
"ciliated cell","FAM206A",81.6990015899452
"ciliated cell","IDS",81.4906429705084
"ciliated cell","ARFGEF3",81.4728413857688
"ciliated cell","LOC101928812",81.4483857576165
"ciliated cell","YBX3",81.322202802869
"ciliated cell","YWHAH",81.2434257363591
"ciliated cell","HDLBP",81.0161029328974
"ciliated cell","HIPK3",80.7787370973776
"ciliated cell","ALCAM",80.7463799764609
"ciliated cell","REC8",80.6491784259465
"ciliated cell","HMGN2",80.5706016033479
"ciliated cell","BBS9",80.5048172037462
"ciliated cell","WDR92",80.4807364928948
"ciliated cell","IFT52",80.3959038668703
"ciliated cell","FAM120A",80.1320093169719
"ciliated cell","KCNH3",80.1022048353613
"ciliated cell","C2orf70",80.0902503876571
"ciliated cell","MAGIX",79.9885150284024
"ciliated cell","SOAT1",79.9773353338074
"ciliated cell","PLXNB1",79.4417558157162
"ciliated cell","PLEKHG7",79.2004647476926
"ciliated cell","RALB",79.1475057437667
"ciliated cell","SEC14L3",78.9798794903042
"ciliated cell","HDGF",78.9568323580333
"ciliated cell","CARS",78.7325348693494
"ciliated cell","NEK5",78.452111559858
"ciliated cell","MYB",78.3254273697411
"ciliated cell","MYO1E",78.3230946828126
"ciliated cell","CLDN8",78.320732614259
"ciliated cell","CTBP2",78.3042417352408
"ciliated cell","B2M",78.2831691244513
"ciliated cell","RARRES3",78.2686922502076
"ciliated cell","SEMA3C",78.0019091016259
"ciliated cell","RCAN3",77.9875001114606
"ciliated cell","TAT-AS1",77.9534876188058
"ciliated cell","CRISP2",77.8862998423376
"ciliated cell","GLB1L2",77.7896515402602
"ciliated cell","C9orf72",77.6628257107808
"ciliated cell","ERICH2",77.6042102609018
"ciliated cell","CCDC24",77.496897965457
"ciliated cell","HMGN5",77.4330747871999
"ciliated cell","TTC21B",77.421941519846
"ciliated cell","C5AR1",77.3981016389207
"ciliated cell","KATNB1",77.386126107712
"ciliated cell","DDX17",77.3024153413263
"ciliated cell","LRRC61",77.1054677001132
"ciliated cell","MED25",76.9889277154556
"ciliated cell","ULK4",76.9585063708982
"ciliated cell","EFCAB6",76.7644772736522
"ciliated cell","NDUFA3",76.6619497726546
"ciliated cell","FXYD1",76.4327851970383
"ciliated cell","MRPL53",76.3437283198091
"ciliated cell","CMTM6",76.2897830620457
"ciliated cell","IFT122",76.1650207700306
"ciliated cell","CD4",75.5895017699721
"ciliated cell","TUBGCP2",75.4938143775957
"ciliated cell","FLJ26850",75.2983176452756
"ciliated cell","KIAA0556",75.0745685450454
"ciliated cell","CELSR1",75.0342897949487
"ciliated cell","BCO2",74.9931003129978
"ciliated cell","LRRC37BP1",74.9051549524671
"ciliated cell","CCDC89",74.8810791683032
"ciliated cell","EPPIN",74.7763755106895
"ciliated cell","GLT8D1",74.7222715871278
"ciliated cell","SEC14L1",74.328959286666
"ciliated cell","SLC35A2",73.7105228381903
"ciliated cell","CCDC184",73.6914252664206
"ciliated cell","ENPP5",73.4037428787622
"ciliated cell","IGF1R",73.3816556413289
"ciliated cell","TTC39C",73.2107390272557
"ciliated cell","TMEM110",73.1363249415851
"ciliated cell","ERICH5",73.0086066450178
"ciliated cell","PLEC",72.9770594254443
"ciliated cell","MUC12",72.8908358372163
"ciliated cell","SPATS1",72.7698730531698
"ciliated cell","TTC9",72.5311089914587
"ciliated cell","DIXDC1",72.4893782712728
"ciliated cell","APH1B",72.4523713528521
"ciliated cell","PCAT19",72.3076367994048
"ciliated cell","CCDC125",72.256767207993
"ciliated cell","HLA-J",72.2258817122725
"ciliated cell","DDX3Y",72.077325715396
"ciliated cell","HES2",71.6141343636623
"ciliated cell","IFT20",71.508765441249
"ciliated cell","PRR13",71.379869113685
"ciliated cell","PHIP",71.2242540089666
"ciliated cell","NANS",71.0933730656142
"ciliated cell","SIGIRR",70.9275733798589
"ciliated cell","ATP6V1D",70.9087800331749
"ciliated cell","OSBPL3",70.8119203171969
"ciliated cell","LEKR1",70.8067314247006
"ciliated cell","CCDC66",70.7908902886154
"ciliated cell","GALC",70.7830160224601
"ciliated cell","VAMP8",70.7540435570951
"ciliated cell","TMEM154",70.7091404611876
"ciliated cell","TRIM29",70.5243240117077
"ciliated cell","PPP1R7",70.446861871033
"ciliated cell","EPB41L4B",70.3002968522228
"ciliated cell","SLC22A23",70.224350229038
"ciliated cell","FANCF",70.028222374813
"ciliated cell","MGST3",69.707323129303
"ciliated cell","SRP14",69.6434930043903
"ciliated cell","ABHD2",69.5590536303776
"ciliated cell","HSD11B1L",69.5585055503296
"ciliated cell","PLSCR1",69.530800851628
"ciliated cell","NUDT14",69.4487327633773
"ciliated cell","WDR73",69.4012781203159
"ciliated cell","C4orf3",69.3992911977991
"ciliated cell","VRK3",69.3028899499352
"ciliated cell","HMGB2",69.1854087429288
"ciliated cell","BASP1",69.0344765587767
"ciliated cell","CLTA",68.9763690120477
"ciliated cell","HSP90AB1",68.8002706160181
"ciliated cell","GALNS",68.7979846697615
"ciliated cell","KLHL6",68.690627848359
"ciliated cell","ANAPC4",68.585064455323
"ciliated cell","FAM83H-AS1",68.3639346012717
"ciliated cell","MIDN",68.2735187865376
"ciliated cell","GTF2H5",68.2018652730545
"ciliated cell","CHURC1",68.1377527307252
"ciliated cell","ANKRD26",68.0434811540603
"ciliated cell","ABHD11-AS1",68.0301251822576
"ciliated cell","KIAA1841",68.0009648894227
"ciliated cell","ROMO1",67.9438010733592
"ciliated cell","SOX2",67.9341902390822
"ciliated cell","MRPL41",67.8842499264524
"ciliated cell","CFAP20",67.6392059132588
"ciliated cell","ZNF204P",67.5819465290395
"ciliated cell","LMO2",67.49479938024
"ciliated cell","MEAF6",67.4835085427125
"ciliated cell","SHFM1",67.4441565506139
"ciliated cell","FAM21A",67.3528803622221
"ciliated cell","SUDS3",67.3443466746565
"ciliated cell","DHX40",67.2810963077177
