tissue,simuround,noise,marker,manual_annotation,manual_CLname,manual_CLID,RAG_cell_type
Lung,1,0.5,"CD2,MALAT1,GENE47,GENE82,GENE58,BCL11B,CD6,GENE86,GENE91,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,pulmonary alveolar type 2 cell
Lung,1,0.5,"GENE47,C20orf85,DNAH6,FAM92B,GENE95,GENE17,RSPH1,CCDC170,CAPS,ZMYND10,GENE77,CDHR3,GENE43,SNTN,FANK1",Ciliated,ciliated cell,CL:0000064,goblet cell
Lung,1,0.5,"FCGR2B,HLA-DMB,GENE52,GENE62,GENE79,GENE67,HLA-DQA1,CLEC10A,CSF2RA,GENE24,GPR183,FPR3,HLA-DPB1,RGS1,MS4A6A",Dendritic,dendritic cell,CL:0000451,intermediate monocyte
Lung,1,0.5,"C1S,LUM,ABLIM1,CFD,GENE57,C3,C1R,GENE90,FBLN1,DCN,GENE74,GENE81,SLIT2,GENE4,ADH1B",Fibroblast,fibroblast,CL:0000057,pulmonary alveolar type 2 cell
Lung,1,0.5,"TFF3,GENE63,TFPI,GENE61,GENE35,GENE98,CCL21,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,TIMP3,TBX1,GENE73",Lymphatic,,,bronchial epithelial cell
Lung,1,0.5,"GENE13,APOC1,GENE39,C1QB,GENE54,C1QA,VSIG4,SLCO2B1,GENE53,ACP5,ITGAX,GPD1,MARCO,GENE16,OLR1",Macrophage,macrophage,CL:0000235,macrophage
Lung,1,0.5,"KLRF1,GENE62,GNLY,GZMB,GENE54,GENE94,GENE18,FCGR3A,NKG7,PYHIN1,KLRD1,SPON2,GENE31,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,natural killer cell
Lung,1,0.5,"PRDX4,MANF,SSR4,GENE21,GENE30,XBP1,POU2AF1,TNFRSF17,GENE90,HSP90B1,GENE29,GENE46,MZB1,DERL3,SEC11C",Plasma,plasma cell,CL:0000786,plasma cell
Lung,1,0.5,"GENE39,SFTPA2,GENE3,SLC34A2,GENE18,SFTPC,LAMP3,ABCA3,GENE29,GENE28,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,alveolar type II cells
Lung,1,0.5,"KIT,GENE58,VWA5A,CPA3,HPGDS,GRAP2,GENE40,HDC,GENE86,CD44,MS4A2,GENE28,TPSAB1,GENE99,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell
Lung,1,0.5,"LILRB2,GENE62,GENE66,GENE33,COTL1,RPS19,LST1,AIF1,FCGR3A,GENE96,SAT1,RHOC,FCN1,GENE23,IFITM2",CD16+ Monocyte,,,intermediate monocyte
Lung,1,0.5,"GENE26,GENE13,CDC42EP1,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,GENE11,GENE42,GENE23,CD81,FCN3,EPAS1,FLNB",Capillary,,,Answer not found
Lung,1,0.5,"CD3D,GZMH,GENE3,CD3G,GENE40,CD8B,GENE86,GENE29,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE84",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T cell
Lung,1,0.5,"GENE39,GENE52,SCGB3A2,DSTN,CYB5A,CEACAM6,GENE46,PIGR,GENE77,CTSE,SFTPB,WFDC2,C16orf89,GENE97,KIAA1324",Club,club cell,CL:0000158,goblet cell
Lung,1,0.5,"GENE13,GENE39,CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE90,COL3A1,COL1A1,COL1A2,GENE28,GENE75,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast
Lung,1,0.5,"GENE100,PTPRE,GZMB,IRF7,GENE61,TYROBP,GENE90,GENE70,PLD4,NPC2,PPP1R14B,IL3RA,GENE76,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,natural killer t cell
Lung,1,0.5,"TPX2,BIRC5,GENE58,NUSAP1,STMN1,GENE54,UBE2C,TYMS,ANLN,KPNA2,GENE29,CDK1,GENE43,H2AFZ,GENE31",Proliferating Macrophage,,,cell_type_name
Lung,1,0.5,"GENE26,BIRC5,NUSAP1,KIF2C,SMC4,GENE61,GENE67,UBE2C,GENE70,H2AFV,AURKB,GENE42,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,pulmonary alveolar type 2 cell
Lung,1,0.5,"GENE39,POSTN,GENE67,GENE18,VWF,COL15A1,GENE28,ZNF385D,ENPP2,PLVAP,EMCN,GENE2,INHBB,SPARCL1,SPRY1",Bronchial Vessel,,,vascular endothelial cell
Lung,1,0.5,"GENE26,GENE9,GENE41,GENE61,BPIFB1,SAA1,SCGB1A1,RARRES1,MSMB,GENE91,SCGB3A1,SLPI,LCN2,WFDC2,MUC5B",Mucous,,,goblet cell
Lung,1,0.5,"PTPRB,GENE45,GENE63,GENE36,GENE93,PRSS23,TGM2,VWF,LIFR,SELP,PLA1A,CPE,GENE6,SRPX,SLCO2A1",Vein,,,pulmonary endothelial cell
Lung,1,0.5,"CHN1,CALD1,COL4A2,GENE19,NID1,COL4A1,LAMB1,GENE29,COX4I2,GENE6,TACC1,GENE16,PDGFRB,GENE55,LAMC3",Pericyte,pericyte,CL:0000669,pulmonary alveolar type 2 cell
Lung,1,0.5,"GENE82,CALD1,TPM2,PLN,GENE59,DSTN,GENE32,GENE17,CSRP1,GENE84,ACTA2,CNN1,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,1,0.5,"PTPRB,GENE13,DKK2,HEY1,GENE9,GENE89,GJA5,FBLN5,SEMA3G,EFNB2,BMX,EPAS1,GENE16,ARGLU1,GENE73",Artery,,,endothelial cell
Lung,1,0.5,"GENE73,HPGD,CYP3A5,CLDN5,GENE15,GENE98,GENE63,APP,GENE87,STXBP6,TBX2,EMCN,SOSTDC1,ESAM,EDNRB",Capillary Aerocyte,,,endothelial cell of artery
Lung,1,0.5,"GENE45,GENE22,GENE26,IPO7,SH3BP5,GENE27,RALA,GALNT18,GENE86,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1",Capillary Intermediate,,,Endothelial Cells
Lung,1,0.5,"GENE26,C7,GENE57,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,GENE12,CPXM1,HAS1,GENE81,GENE73",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,pulmonary alveolar type 2 cell
Lung,1,0.5,"ALDH1A3,PRG4,GENE54,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE37,GENE56,GENE33,SLPI,GENE4",Mesothelial,mesothelial cell,CL:0000077,goblet cell
Lung,1,0.5,"CMTM5,GENE94,TUBB1,GENE35,GRAP2,ITGA2B,GENE44,GENE32,CABP5,PF4,GENE74,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",platelet
Lung,1,0.5,"CD2,GNLY,GENE79,CTSW,S100A6,GENE80,GENE17,CCL5,CEBPB,CXCR4,CD7,LGALS1,GENE97,GENE31,ZFP36L2",Natural Killer T,,,T cell / Cytotoxic T cell
Lung,1,0.5,"CLU,GENE45,CST5,GENE78,GENE98,GENE69,MET,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,GENE49,CNN1",Fibromyocyte,,,unclassified
Lung,1,0.5,"CXCL17,GENE47,S100P,PSCA,COX5A,TXN,GENE40,AGR2,GENE95,GENE81,FAM3D,GABRP,CLIC1,GENE53,WFDC2",Goblet,goblet cell,CL:0000160,goblet cell
Lung,1,0.5,"TFF3,TMPRSS11E,GENE65,PHGR1,BSND,GENE44,GENE70,GENE11,FOXI1,HEPACAM2,ATP6V1B1,GENE42,STAC2,MFSD6L,ASCL3",Ionocyte,ionocyte,CL:0005006,goblet cell
Lung,1,0.5,"GENE39,PCSK1N,EGR1,FAM46A,PRDX2,CHGA,GENE93,GENE70,SEC11C,GENE88,SCGN,CPE,BEX1,GENE4,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,pulmonary neuroendocrine cell
Lung,1,0.5,"TCN1,GENE65,LPO,PHB,LYZ,GENE98,GENE11,TESC,GENE60,ZG16B,PRR4,PRB3,PRH2,PRB4,GENE83",Serous,serous secreting cell,CL:0000313,goblet cell
Lung,1,0.5,"C1QB,LYZ,GENE89,FCER1G,GENE93,C1QA,LAPTM5,AIF1,GENE96,GENE84,GENE83,C1QC,HLA-DRB1,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,macrophage
Lung,1,0.5,"GENE82,GENE100,GNLY,GZMB,CTSW,CST7,CD7,CCL5,GENE88,NKG7,GZMA,GENE46,CCL4,GENE64,PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,cytotoxic T cell
Lung,1,0.5,"S100A14,GENE89,GENE72,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE24,GENE86,GENE96,SFTPD,NAPSA,MUC1,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,alveolar epithelial cell
Lung,1,0.5,"CLEC14A,GENE54,ACKR1,GENE33,MGP,RAMP3,RAMP2,GENE25,IGFBP7,GENE11,VWF,GNG11,PECAM1,SPARCL1,GENE97",EC venous,vein endothelial cell,CL:0002543,endothelial cell
Lung,1,0.5,"CD2,CD3D,IL32,GENE78,GENE37,GENE70,GENE14,CD69,CCL5,TRAC,GENE49,CXCR4,CD3E,TRBC2,CORO1A",T cell lineage,T cell,CL:0000084,T-cell
Lung,1,0.5,"CLEC14A,TM4SF1,CLDN5,GENE35,GENE90,GENE74,GENE11,IFI27,SOX17,A2M,CRIP2,GENE6,PECAM1,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell
Lung,1,0.5,"GENE82,CALD1,LUM,C1S,GENE62,BGN,MGP,GENE18,IGFBP7,GENE92,COL6A1,DCN,COL1A2,GENE29,SPARC",Fibroblasts,fibroblast,CL:0000057,myofibroblast cell
Lung,1,0.5,"GENE100,GENE50,GENE66,AGER,EMP2,GENE90,FXYD3,SFTA2,CEACAM6,ADIRF,GENE46,CAV1,KRT7,HOPX,TSPAN13",AT1,type I pneumocyte,CL:0002062,pulmonary alveolar type 2 cell
Lung,1,0.5,"RP11-356K23.1,GENE22,C12orf75,GENE15,GSTA1,CD24,GENE93,GENE35,FAM229B,TMEM231,RP11-295M3.4,C11orf97,C5orf49,SNTN,GENE41",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Cannot be Determined
Lung,1,0.5,"GENE63,GENE8,LTB,MS4A1,GENE21,IGHA1,GENE90,IGLC2,CD79A,TSC22D3,IGKC,GENE43,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,classical monocyte
Lung,1,0.5,"CXCL17,GENE22,GENE54,KRT7,GENE3,GENE93,BPIFB1,GENE40,CEACAM6,TACSTD2,PIGR,MUC1,WFDC2,CP,KRT19",Secretory,secretory cell,CL:0000151,pulmonary alveolar type 2 cell
Lung,1,0.5,"CD14,S100A9,S100A8,FCER1G,GENE69,COTL1,GENE56,GENE17,LST1,AIF1,GENE29,GENE28,VCAN,S100A12,FCN1",Monocytes,monocyte,CL:0000576,classical monocyte and neutrophil
Lung,1,0.5,"TCN1,SELM,MARCKSL1,GENE61,GENE18,LTF,GENE60,ZG16B,GENE88,PIP,PIGR,GENE49,CCL28,SEC11C,AZGP1",Submucosal Secretory,,,goblet cell
Lung,1,0.5,"CLEC14A,TM4SF1,CLDN5,AQP1,CDH5,GENE37,GENE14,IFI27,PECAM1,GENE75,SPARCL1,EGFL7,HYAL2,GENE55,GENE41",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell
Lung,1,0.5,"SDPR,GENE9,TM4SF1,CLDN5,GENE89,CCL21,RAMP2,ECSCR,GENE40,IGFBP7,MMRN1,GNG11,GENE60,PPFIBP1,GENE73",Lymphatic EC mature,,,unspecified_cell_type
Lung,1,0.5,"TFF3,SDPR,AKAP12,GENE39,CLDN5,TCF4,CCL21,GENE18,GENE10,IGFBP7,GENE17,GNG11,TIMP3,GENE75,TFPI",Lymphatic EC differentiating,,,endothelial cell
Lung,1,0.5,"GENE58,HLA-DQB1,GENE68,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,HLA-DPB1,GENE48,HLA-DRB1,HLA-DMA,GENE4,CORO1A,GENE16,MS4A6A",Dendritic cells,dendritic cell,CL:0000451,intermediate monocyte
Lung,1,0.5,"CALD1,TPM2,CYR61,GENE40,MT1X,GENE53,CTGF,GPX3,IGFBP5,GENE77,GENE83,SPARCL1,GENE99,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell
Lung,1,0.5,"KIT,GENE55,VWA5A,C1orf186,CPA3,HPGDS,GENE3,GENE14,MS4A2,TPSB2,GENE29,TPSAB1,RGS13,GATA2,GENE83",Mast cells,mast cell,CL:0000097,mast cell
Lung,1,0.5,"GENE26,GENE39,TPM2,PLN,LMOD1,GENE18,IGFBP7,FLNA,ACTG2,GENE76,SELM,PPP1R14A,DES,GENE55,NEXN",Fibromyocytes,,,smooth muscle cell
Lung,1,0.5,"GENE45,GENE7,S100A16,EID1,GENE35,ECSCR,MARCKS,TUBB,ARPC1A,GENE29,HMGN1,LSM2,COX20,GENE31,HMGN2",Lymphatic EC proliferating,,,endothelial cell of artery
Lung,1,0.5,"FBXL7,GENE52,GENE50,LDB2,TSHZ2,GENE93,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36,GENE49,GENE97",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,uncategorized cell type
Lung,1,0.5,"LMO7,RAB11FIP1,GENE72,GENE36,EMP2,GENE64,GENE37,NCKAP5,RBMS3,NTM,KHDRBS2,LIMCH1,GENE4,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,"The provided markers do not exclusively match any specific cell type from the provided database, suggesting the possibility that the described cell may represent a novel or less characterized cell type or a mixture of existing cell types."
Lung,1,0.5,"MACROD2,AUTS2,GENE99,GENE22,GENE54,GENE27,ZNF385B,SFTPC,GENE80,ABCA3,ANK3,SFTPB,PDE4D,LRRK2,ERBB4",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,alveolar epithelial type II cell
Lung,1,0.5,"MACROD2,GLIS3,GENE62,SSBP2,GENE33,GENE40,EYA2,GENE60,XPR1,RBMS3,KRT17,GENE83,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,goblet cell
Lung,1,0.5,"TMEM232,DNAH12,CFAP54,DNAH7,STK33,GENE54,HYDIN,GENE15,GENE8,GENE51,CDHR3,LRRIQ1,AGBL4,GENE99,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,goblet cell
Lung,1,0.5,"NEDD4L,MACROD2,GENE82,GENE63,SCGB3A2,CDK14,GENE98,MECOM,GENE56,BMPR1B,KIAA1217,GENE76,SFTPB,ERBB4,KIAA1324",Epithelial cell (club),club cell,CL:0000158,pulmonary alveolar type 2 cell
Lung,1,0.5,"GENE1,PDK1,FBXW7,GENE78,ARHGAP15,PLCG2,ST6GAL1,CREB3L2,GENE85,FCHSD2,RALGPS2,DENND5B,MEF2C,GENE16,GENE83",Immune (B cell),B cell,CL:0000236,natural killer cell
Lung,1,0.5,"GENE50,PIP4K2A,B2M,FYN,GENE98,GENE66,GENE86,GENE83,SKAP1,ARHGAP15,PRKCH,KLRD1,PARP8,AOAH,CD247",Immune (NK cell),natural killer cell,CL:0000623,natural killer t cell
Lung,1,0.5,"GENE82,GENE9,GENE36,FYN,FKBP5,GENE25,BCL2,PTPRC,SYTL3,ARHGAP15,GENE2,PARP8,THEMIS,ITK,SKAP1",Immune (T cell),T cell,CL:0000084,pulmonary alveolar type 2 cell
Lung,1,0.5,"ZEB2,DOCK8,GENE19,FMNL2,GPCPD1,SLC11A1,PPARG,GENE15,RNF149,GENE24,TFRC,GENE49,PLXDC2,MSR1,GENE97",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophage
Lung,1,0.5,"KIT,SAMSN1,GENE20,IL18R1,FER,GENE12,GENE5,GENE17,TPSB2,SLC24A3,SRGN,SYTL3,ARHGAP15,TPSAB1,GENE53",Immune (mast cell),mast cell,CL:0000097,mast cell
Lung,1,0.5,"GENE45,CALD1,INPP4B,GENE25,GENE34,CACNA1C,TPM1,PRKG1,ACTA2,DMD,EBF1,GENE20,LPP,MYH11,GENE16",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",smooth muscle cell
Lung,1,0.5,"PTPRB,PTPRM,GENE19,GENE8,TCF4,LDB2,GENE57,GENE48,ST6GALNAC3,GENE77,TIMP3,PECAM1,CALCRL,EPAS1,EGFL7",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,1,0.5,"GENE82,LAMA2,GENE80,GENE56,PLEKHH2,ROBO2,GENE91,LSAMP,RBMS3,PRKG1,ARHGAP6,RORA,SLIT2,PLXDC2,GENE51",Fibroblast,fibroblast,CL:0000057,Not identifiable
Lung,1,0.5,"TBXAS1,ZEB2,GENE7,FKBP5,GENE51,CD74,PIK3R5,CHST11,GENE34,GENE17,SRGN,PLXDC2,GENE20,SLC8A1,CTSB",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",unidentified cell type
Lung,1,0.5,"PLIN2,GHR,ADIPOQ,LPIN1,PPARG,GENE81,GENE69,PLIN1,GENE93,GENE42,FOXO1,GENE76,EBF1,G0S2,ACSL1",Adipocyte,fat cell,CL:0000136,adipocyte
Lung,1,0.5,"GENE98,AGER,EMP2,GENE33,CAV1,PDPN,HOPX",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar epithelial cell type I
Lung,1,0.5,"NKX2-1,GENE6,GENE33,SLC34A2,LAMP3,SFTPC,SFTPB",Alveolar Type II,type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
Lung,1,0.5,"CD24,GENE27,GENE5,CXCR3,CD1c,FAS,CR2",B cell_memory,memory B cell,CL:0000787,undefined
Lung,1,0.5,"TUBA1A,HYDIN,FAM92B,GENE10,GENE80,GENE32,FOXJ1,DNAH5,DNAI1,DNAI2,CDHR3,GENE73",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,ciliated epithelial cell
Lung,1,0.5,"GENE45,SCGB3A2,GENE40,SCGB1A1,BPIFA1,SCGB3A1,GENE74,SLPI,MUC5B,CYP2F2",Club Epithelial,club cell,CL:0000158,goblet cell
Lung,1,0.5,"GENE61,GENE27,GENE40,GENE86,NEGR1,COL4A1,GENE100,COL5A1,GENE18,COL1A1,IGFBP5,FBN1,VIM,COL5A2,IL33,GENE45,HGF,GENE54,COL18A1,COL6A3,GENE10,FBLN1,DCN,GENE84,GENE85,SLIT2,FN1,DDR2,CCN2,IGFBP3,COL6A6,IL6,COL3A1,COL6A1,COL1A2,COL6A2,GENE99",Fibroblast,fibroblast,CL:0000057,fibroblast
Lung,1,0.5,"RELN,FLT4,GENE72,CCL21,GENE93,MMRN1,PROX1,GENE71,LYVE1",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
Lung,1,0.5,"GENE9,LYZ,C1QA,PTPRC,GENE77,LYVE1,CD68,MSR1,SLC11A1,MERTK,GENE12,CPM,CD163,MS4A6A,GENE79,RBPJ,MS4A4A,CD74,GENE80,GENE17,GENE71,GENE91,GENE42,CD36,GENE2,MR1,CSF1R,MRC1",Macrophage,macrophage,CL:0000235,macrophage
Lung,1,0.5,"KIT,GENE89,GENE20,GENE25,HDC,TPSB2,CD69,FCER1A,TPSAB1",Mast Cell,mast cell,CL:0000097,mast cell
Lung,1,0.5,"GENE45,MYO1B,GENE89,CSPG4,GENE14,MCAM,ACTA2,GENE46,ANPEP,DES,PDGFRB",Pericyte,pericyte,CL:0000669,cell_type_name
Lung,1,0.5,"MYOCD,GENE90,SMTN,ACTG2,GUCY1A3,GENE82,PALLD,GENE46,ACTN1,VCL,DES,GENE13,GENE29,GUCY1B3,GENE76,ACTA2,CNN1,TAGLN,GENE23,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,1,0.5,"GENE39,GENE9,PTPRC,SKAP1,NKG7,TRAC,IL7R,CD3E,CD96,THEMIS,CD3D,CD3G,GENE93,GENE67,GENE80,GENE97,CD247,TRBC1,CD69",T cell,T cell,CL:0000084,natural killer cell
Lung,1,0.5,"PTPRB,GENE62,GENE79,CLDN5,NOSTRIN,LDB2,RAMP3,VWF,GENE71,GENE77,EPHB4,PECAM1,BACE2,GENE4,CD300LG",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,1,0.5,"NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar type II cell
Lung,1,0.5,"IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM",neutrophil,neutrophil,CL:0000775,neutrophil
Lung,1,0.5,"IL7R,IL32,CD3D,CD69,CD3E,TRAC,CXCR4,CD2,CD3G,TRBC2","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cell
Lung,1,0.5,"CCL5,GZMA,IL32,CCL4,NKG7,CD3D,CD2,KLRD1,CD3E,GNLY","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T cell
Lung,1,0.5,"GNLY,KLRD1,GZMB,PRF1,GZMA,FGFBP2,CST7,CD247,KLRF1,KLRB1",nk cell,natural killer cell,CL:0000623,natural killer t cell
Lung,1,0.5,"RBP5,SELE,CCL14,ZNF385D,CYTL1,POSTN,PLVAP,ADAMTS4,NEURL1B,EXOC3L2",bronchial vessel endothelial cell,,,lung endothelial cell
Lung,1,0.5,"ACTG2,DES,ADRA2C,FOXC2,CNN1,JPH2,MYH11,CCN5,HSPB6,AC100803.2",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,1,0.5,"DCN,IGFBP6,FBLN1,PLA2G2A,C1S,MFAP4,MFAP5,C1R,SERPINF1,MGP",adventitial cell,adventitial cell,CL:0002503,fibroblast
Lung,1,0.5,"C1QA,MARCO,ACP5,MS4A7,APOC1,C1QB,MRC1,APOE,VSIG4,FABP4",macrophage,macrophage,CL:0000235,macrophage
Lung,1,0.5,"TPSB2,TPSAB1,CPA3,MS4A2,RHEX,HPGDS,KIT,CD69,GATA2,VWA5A",basophil,basophil,CL:0000767,mast cell/basophil
Lung,1,0.5,"S100A8,VCAN,FCN1,S100A12,S100A9,MNDA,FGL2,COTL1,CD300E,VSIR",classical monocyte,classical monocyte,CL:0000860,neutrophil
Lung,1,0.5,"PTPRB,CXCL12,GJA5,DKK2,NPR3,SERPINE2,SSTR1,NOS1,SOX17,MMRN2",endothelial cell of artery,endothelial cell of artery,CL:1000413,"This combination of markers does not match any single specific lung cell type in the provided database, but features such as PTPRB and SOX17 are often associated with endothelial cells and progenitor cells, respectively. Therefore, it likely represents a heterogeneous mixture of lung endothelial and progenitor cell types, possibly including mesenchymal cells."
Lung,1,0.5,"CAPS,TMEM190,C20orf85,C9orf24,TPPP3,RSPH1,C11orf88,C1orf194,PIFO,TSPAN1",lung ciliated cell,lung ciliated cell,CL:1000271,multiciliated cells
Lung,1,0.5,"FCER1A,CD1C,GPR183,S100B,CLEC10A,CD1E,FCGR2B,PKIB,CST7,CLEC5A",dendritic cell,dendritic cell,CL:0000451,dendritic cell
Lung,1,0.5,"BPIFB1,LCN2,SCGB1A1,MSMB,SCGB3A1,WFDC2,TFF3,CP,SERPINB3,TSPAN1",respiratory goblet cell,respiratory goblet cell,CL:0002370,club cell
Lung,1,0.5,"S100A2,MIR205HG,KRT5,KRT15,KRT19,KRT17,ALDH3A1,PERP,TACSTD2,IGFBP2",basal cell,basal cell,CL:0000646,basal epithelial cell
Lung,1,0.5,"JCHAIN,MZB1,IGHG3,DERL3,IGHG2,CD79A,IGHG4,IGHA2,TNFRSF17,SPAG4",plasma cell,plasma cell,CL:0000786,plasma cell
Lung,1,0.5,"CD79A,MS4A1,TNFRSF13C,IGHM,VPREB3,TNFRSF13B,BLK,LINC01781,CD19,PAX5",b cell,B cell,CL:0000236,B cell
Lung,1,0.5,"PRR4,PRB3,TCN1,C6orf58,LPO,TTYH1,LINC01829,SLC5A1,PRB1,ANO1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,goblet cell
Lung,1,0.5,"FGL2,MS4A6A,CD163,MAFB,CSF1R,FCGR3A,AIF1,RNASE6,LST1,HCLS1",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage
Lung,1,0.5,"FCN3,MT1M,TIMP3,RAMP2,SLC6A4,VWF,CLDN5,FAM107A,CALCRL,LRRC32",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell
Lung,1,0.5,"EDNRB,CLDN5,IL1RL1,CA4,EMCN,GNG11,TIMP3,HPGD,SPARCL1,RAMP2",capillary aerocyte,,,endothelial cell
Lung,1,0.5,"RTKN2,SCEL,NTM,MS4A15,NCKAP5,PKDCC,ITLN2,UPK3B,MYRF,ST6GALNAC5",type i pneumocyte,type I pneumocyte,CL:0002062,lung epithelial cell
Lung,1,0.5,"ACKR1,VWF,C7,SPARCL1,IGFBP7,RAMP3,TIMP3,PRSS23,LIFR,CLU",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell
Lung,1,0.5,"DCN,LUM,ADH1B,MGP,FBLN1,C1S,MFAP4,RARRES2,C7,PTGDS",alveolar fibroblast,,,fibroblast
Lung,1,0.5,"CCL21,MMRN1,PROX1,SEMA3D,FOXC2,SCN3B,GPR182,RELN,HOXD9,STAB2",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
Lung,1,0.5,"MYH11,PPP1R14A,ACTG2,CRYAB,DES,LMOD1,CNN1,PLAC9,CARMN,PLN",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,smooth muscle cell
Lung,1,0.5,"AL139020.1,PLD4,MZB1,LILRA4,SCT,SPIB,CLEC4C,LAMP5,FAM129C,AL357143.1",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,intermediate monocyte
Lung,1,0.5,"SCGB3A2,CYP2B7P,CEACAM6,WFDC2,FOLR1,GPRC5A,NEDD4L,PIGR,ELF3,SFTPB",club cell,club cell,CL:0000158,club cell
Lung,1,0.5,"ACKR1,SPARCL1,VWF,PLVAP,IGFBP7,NPDC1,CLDN5,LIFR,C7,CLU",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell
Lung,1,0.5,"PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,endothelial cell of artery
Lung,1,0.5,"AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7",myofibroblast cell,myofibroblast cell,CL:0000186,pulmonary alveolar type 2 cell
Lung,1,0.5,"COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,pulmonary endothelial cell
Lung,1,0.5,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1",mesothelial cell,mesothelial cell,CL:0000077,goblet cell
