,Unnamed: 0,tissue,simuround,noise,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation,RAG_aggrement_modified,RAG_aggrement_modified_new,RAG_clid,RAG_clname,manual_clid,manual_clname
135,135,Lung,1,0.5,"GENE13,APOC1,GENE39,C1QB,GENE54,C1QA,VSIG4,SLCO2B1,GENE53,ACP5,ITGAX,GPD1,MARCO,GENE16,OLR1",Macrophage,macrophage,CL:0000235,unidentified_cell_type,"{'CL:0000235': 0, 'CL:0000113': 1, 'CL:0000145': 1, 'CL:0000766': 1, 'GO:0031268': 1, 'CL:0000576': 1, 'CL:0000518': 2, 'CL:0000842': 2, 'CL:0000738': 2, 'GO:0002504': 2, 'CL:0000763': 2, 'GO:0120036': 2, 'GO:0031143': 2, 'CL:0011026': 2, 'GO:0030225': 2, 'GO:0030316': 2, 'GO:0043011': 2, 'CL:0000559': 2, 'CL:0000234': 3, 'CL:0000255': 3, 'NCBITaxon:7742': 3, 'CL:0000226': 3, 'BFO:0000002': 3, 'CL:0000219': 3, 'CL:0000988': 3, 'CL:0002242': 3, 'GO:0001667': 3, 'UBERON:0002405': 3, 'CL:0000037': 3, 'GO:0019882': 3, 'CL:0000049': 3, 'GO:0030030': 3, 'GO:0120025': 3, 'CL:0011115': 3, 'CL:0000034': 3, 'GO:0002573': 3, 'GO:1903131': 3, 'CL:0000092': 3, 'GO:0001773': 3, 'GO:0097028': 3, 'CL:0000782': 3, 'CL:0002194': 3, 'PR:000050567': 3, 'GO:0042582': 3, 'PR:000001012': 3, 'CL:0000040': 3, 'CL:0000325': 4, 'CL:0000473': 4, 'GO:0006909': 4, 'CL:0000000': 4, 'NCBITaxon:2759': 4, 'NCBITaxon:89593': 4, 'PATO:0001407': 4, 'GO:0048870': 4, 'PATO:0002505': 4, 'GO:0016477': 4, 'BFO:0000004': 4, 'UBERON:0015203': 4, 'GO:0002376': 4, 'UBERON:0000468': 4, 'UBERON:0000066': 4, 'CL:0000723': 4, 'CL:0008001': 4, 'GO:0002244': 4, 'PR:000001002': 4, 'PR:000001004': 4, 'PR:000001020': 4, 'PR:000001024': 4, 'PR:000001083': 4, 'PR:000001084': 4, 'PR:000001289': 4, 'PR:000001839': 4, 'PR:000001889': 4, 'PR:000002978': 4, 'PR:000002981': 4, 'CL:0000566': 4, 'CL:0002032': 4, 'GO:0016043': 4, 'GO:0042995': 4, 'GO:0098590': 4, 'GO:0030154': 4, 'GO:0017145': 4, 'NCBITaxon:33208': 4, 'GO:0002521': 4, 'GO:0030099': 4, 'CL:0001035': 4, 'GO:0045453': 4, 'PR:000001850': 4, 'PR:000001937': 4, 'PR:000001944': 4, 'PR:000007597': 4, 'PR:000011178': 4, 'PR:000001954': 4, 'PR:000002062': 4, 'GO:0002274': 4, 'CL:0000451': 4, 'CL:0000990': 4, 'PR:000001865': 4, 'CL:0000839': 4, 'GO:0030224': 4, 'BFO:0000040': 4, 'PR:000000001': 4, 'GO:0005766': 4, 'GO:0030141': 4, 'PR:000001005': 4, 'CL:0017503': 4, 'GO:0000791': 4, 'GO:0005730': 4, 'CL:0002009': 4, 'GO:0006897': 5, 'UBERON:0000061': 5, 'GO:0005634': 5, 'NCBITaxon:131567': 5, 'NCBITaxon:7711': 5, 'GO:0009987': 5, 'PATO:0001404': 5, 'UBERON:0034923': 5, 'GO:0008150': 5, 'UBERON:0010000': 5, 'BFO:0000003': 5, 'UBERON:0000105': 5, 'UBERON:0000092': 5, 'UBERON:0000111': 5, 'UBERON:0000071': 5, 'GO:0048103': 5, 'GO:0030097': 5, 'CHEBI:36080': 5, 'PR:000001018': 5, 'PR:000001023': 5, 'PR:000002976': 5, 'PR:000029032': 5, 'CL:0000134': 5, 'PR:000001444': 5, 'PR:000002112': 5, 'PR:000016043': 5, 'PATO:0001401': 5, 'CL:0000837': 5, 'GO:0071840': 5, 'GO:0005575': 5, 'GO:0110165': 5, 'GO:0016020': 5, 'GO:0005886': 5, 'GO:0048869': 5, 'GO:0051301': 5, 'NCBITaxon:33154': 5, 'UBERON:0001474': 5, 'GO:0001894': 5, 'GO:0046849': 5, 'PR:000040662': 5, 'PR:000001753': 5, 'PR:000001810': 5, 'GO:0045321': 5, 'GO:0001816': 5, 'GO:0045580': 5, 'PR:000001003': 5, 'GO:0042613': 5, 'PR:000001013': 5, 'CL:0002031': 5, 'PR:000018263': 5, 'GO:0006412': 5, 'GO:0005764': 5, 'GO:0099503': 5, 'GO:0012505': 5, 'PR:000025796': 5, 'GO:0005737': 5, 'PATO:0002094': 5, 'GO:0000785': 5, 'GO:0043232': 5, 'GO:0031981': 5, 'CL:0000557': 5, 'GO:0016192': 6, 'GO:0098657': 6, 'GO:0006900': 6, 'GO:0010324': 6, 'GO:0031410': 6, 'UBERON:0000465': 6, 'UBERON:0000106': 6, 'GO:0043231': 6, 'NCBITaxon:1': 6, 'NCBITaxon:33511': 6, 'PATO:0001396': 6, 'PATO:0010001': 6, 'BFO:0000015': 6, 'PATO:0001993': 6, 'UBERON:0000000': 6, 'UBERON:0000104': 6, 'UBERON:0000068': 6, 'GO:0009791': 6, 'UBERON:0000110': 6, 'GO:0048513': 6, 'NCBITaxon:6072': 6, 'GO:0048468': 6, 'PR:000001022': 6, 'PR:000036194': 6, 'NCBITaxon:10090': 6, 'CL:0000048': 6, 'CL:0002320': 6, 'PR:000001327': 6, 'PR:000001971': 6, 'PATO:0001397': 6, 'PATO:0001402': 6, 'PR:000001869': 6, 'CARO:0000000': 6, 'GO:0071944': 6, 'GO:0032502': 6, 'UBERON:0004765': 6, 'UBERON:0002481': 6, 'GO:0060249': 6, 'GO:0048871': 6, 'GO:0048771': 6, 'GO:0001775': 6, 'GO:0010467': 6, 'GO:0032501': 6, 'GO:0045619': 6, 'GO:0050863': 6, 'GO:0030217': 6, 'GO:0042611': 6, 'PATO:0001400': 6, 'CHEBI:50047': 6, 'CHEBI:33708': 6, 'GO:0009059': 6, 'GO:0019538': 6, 'GO:0006415': 6, 'GO:0006414': 6, 'GO:0006413': 6, 'GO:0000323': 6, 'GO:0099500': 6, 'GO:0005773': 6, 'GO:0005622': 6, 'PATO:0070045': 6, 'GO:0005694': 6, 'GO:0043228': 6, 'GO:0043229': 6, 'GO:0070013': 6, 'CL:0001012': 6, 'CL:1001610': 6, 'GO:0030851': 6, 'PR:000007857': 6, 'PR:000007858': 6, 'PR:000005307': 6, 'GO:0006810': 7, 'GO:0031982': 7, 'CHEBI:24431': 7, 'GO:0005576': 7, 'GO:0016050': 7, 'GO:0061024': 7, 'GO:0097708': 7, 'UBERON:0001062': 7, 'GO:0043227': 7, 'NCBITaxon:33213': 7, 'PATO:0070044': 7, 'PATO:0000141': 7, 'PATO:0001992': 7, 'GO:0009790': 7, 'GO:0007275': 7, 'UBERON:0000109': 7, 'GO:0001841': 7, 'GO:0048856': 7, 'NCBITaxon:862507': 7, 'UBERON:0002384': 7, 'UBERON:0000062': 7, 'UBERON:0001434': 7, 'UBERON:0004755': 7, 'GO:0042592': 7, 'GO:0051249': 7, 'GO:1902105': 7, 'GO:0030098': 7, 'GO:0042110': 7, 'CL:0000084': 7, 'GO:0098797': 7, 'GO:0043170': 7, 'GO:0044249': 7, 'CHEBI:33694': 7, 'GO:0044238': 7, 'GO:0032984': 7, 'GO:0044237': 7, 'GO:0001677': 7, 'GO:0006906': 7, 'GO:0140029': 7, 'GO:0043226': 7, 'GO:0043233': 7, 'CL:0001060': 7, 'CL:0002092': 7, 'UBERON:0012429': 7, 'CL:0000094': 7, 'GO:0051234': 8, 'GO:0006996': 8, 'UBERON:0003942': 8, 'PATO:0001241': 8, 'PATO:0000051': 8, 'PATO:0001995': 8, 'UBERON:0000922': 8, 'UBERON:0000108': 8, 'GO:0007369': 8, 'GO:0001838': 8, 'GO:0021915': 8, 'UBERON:0001049': 8, 'NCBITaxon:10088': 8, 'UBERON:0000479': 8, 'UBERON:0000467': 8, 'UBERON:0006984': 8, 'UBERON:0011216': 8, 'UBERON:0004288': 8, 'UBERON:0004770': 8, 'UBERON:0002204': 8, 'CL:0007001': 8, 'GO:0002694': 8, 'GO:0046649': 8, 'GO:1903706': 8, 'CL:0000542': 8, 'GO:0002456': 8, 'CL:0000827': 8, 'GO:0098796': 8, 'GO:0008152': 8, 'GO:0009058': 8, 'GO:0022411': 8, 'GO:0043933': 8, 'GO:0032991': 8, 'GO:0022618': 8, 'GO:0044207': 8, 'GO:0090174': 8, 'GO:0012506': 8, 'GO:0006887': 8, 'GO:0031974': 8, 'UBERON:0002371': 8, 'UBERON:0004120': 8, 'UBERON:0034769': 8, 'UBERON:0002390': 8, 'CL:0000081': 8, 'PR:000001332': 8, 'PR:000001969': 8, 'GO:0051179': 9, 'UBERON:0001032': 9, 'GO:0019233': 9, 'GO:0050975': 9, 'PATO:0000001': 9, 'UBERON:0000107': 9, 'GO:0048598': 9, 'GO:0001705': 9, 'GO:0001706': 9, 'GO:0001707': 9, 'GO:0072175': 9, 'GO:0016331': 9, 'GO:0035295': 9, 'GO:0060429': 9, 'GO:0007399': 9, 'GO:0043009': 9, 'UBERON:0003914': 9, 'UBERON:0005291': 9, 'UBERON:0010371': 9, 'UBERON:0016879': 9, 'UBERON:0005068': 9, 'NCBITaxon:39107': 9, 'GO:0031012': 9, 'UBERON:0010199': 9, 'UBERON:0034925': 9, 'GO:0040011': 9, 'UBERON:0000982': 9, 'UBERON:0000383': 9, 'UBERON:0000926': 9, 'GO:0002682': 9, 'GO:0050865': 9, 'GO:0060284': 9, 'GO:2000026': 9, 'PATO:0040072': 9, 'CL:0017500': 9, 'GO:0000792': 9, 'CL:0000051': 9, 'GO:0002449': 9, 'GO:0002460': 9, 'CL:0000838': 9, 'GO:0065003': 9, 'GO:0071826': 9, 'GO:0022613': 9, 'GO:1990904': 9, 'GO:0048284': 9, 'GO:0061025': 9, 'GO:0031090': 9, 'GO:0032940': 9, 'GO:0070382': 9, 'UBERON:0015757': 9, 'UBERON:0002193': 9, 'UBERON:0003061': 9, 'GO:0008015': 9, 'GO:0007600': 10, 'UBERON:0001016': 10, 'UBERON:0004456': 10, 'GO:0050954': 10, 'BFO:0000020': 10, 'GO:0040016': 10, 'GO:0009653': 10, 'GO:0001704': 10, 'GO:0007398': 10, 'UBERON:0000924': 10, 'GO:0007492': 10, 'UBERON:0000925': 10, 'GO:0048332': 10, 'GO:0035148': 10, 'GO:0060562': 10, 'GO:0002009': 10, 'UBERON:0000025': 10, 'GO:0009888': 10, 'UBERON:0000483': 10, 'GO:0048731': 10, 'GO:0009792': 10, 'UBERON:0002050': 10, 'UBERON:0004121': 10, 'CL:0002077': 10, 'UBERON:0006598': 10, 'UBERON:0016880': 10, 'UBERON:0002346': 10, 'UBERON:0001017': 10, 'UBERON:0007135': 10, 'NCBITaxon:10066': 10, 'GO:0030312': 10, 'UBERON:0000466': 10, 'UBERON:0004905': 10, 'GO:0003012': 10, 'UBERON:0001015': 10, 'UBERON:0000923': 10, 'CL:0000222': 10, 'UBERON:0006603': 10, 'GO:0050789': 10, 'GO:0050794': 10, 'GO:0051239': 10, 'GO:0045595': 10, 'GO:0050793': 10, 'PATO:0070046': 10, 'GO:0002443': 10, 'GO:0002250': 10, 'GO:0022607': 10, 'GO:0044085': 10, 'CHEBI:33697': 10, 'GO:0046903': 10, 'GO:0140352': 10, 'GO:0030133': 10, 'UBERON:0003081': 10, 'GO:0003013': 10, 'GO:0050877': 11, 'CL:0000540': 11, 'CL:0002319': 11, 'GO:0048646': 11, 'CL:0000221': 11, 'UBERON:0006601': 11, 'CL:0000223': 11, 'UBERON:0006595': 11, 'GO:0048729': 11, 'GO:0007498': 11, 'GO:0035239': 11, 'UBERON:0004111': 11, 'UBERON:0013522': 11, 'PATO:0002299': 11, 'GO:0005911': 11, 'UBERON:0005769': 11, 'CL:0000066': 11, 'UBERON:0005423': 11, 'CL:0000133': 11, 'UBERON:0003075': 11, 'NCBITaxon:337687': 11, 'BFO:0000141': 11, 'UBERON:0034921': 11, 'GO:0003008': 11, 'UBERON:0001630': 11, 'UBERON:0010316': 11, 'CL:0002321': 11, 'UBERON:0000307': 11, 'GO:0065007': 11, 'GO:0002252': 11, 'GO:0006955': 11, 'UBERON:0007524': 11, 'UBERON:0003887': 11, 'CL:0000393': 12, 'CL:0000404': 12, 'GO:0019226': 12, 'CL:0000031': 12, 'UBERON:0013686': 12, 'UBERON:0000464': 12, 'UBERON:0000064': 12, 'UBERON:0000060': 12, 'PATO:0001873': 12, 'PATO:0002078': 12, 'GO:0070161': 12, 'UBERON:0005764': 12, 'GO:0005587': 12, 'GO:0005604': 12, 'UBERON:0002328': 12, 'UBERON:0007284': 12, 'NCBITaxon:1963758': 12, 'UBERON:0005090': 12, 'UBERON:0002385': 12, 'UBERON:0002532': 12, 'UBERON:0007010': 12, 'GO:0050896': 12, 'UBERON:0003104': 12, 'CL:0000057': 12, 'UBERON:0011997': 12, 'CL:0000211': 13, 'GO:0001508': 13, 'GO:0007268': 13, 'GO:0007154': 13, 'CL:0000055': 13, 'UBERON:0002553': 13, 'UBERON:0004923': 13, 'PATO:0002007': 13, 'PATO:0000411': 13, 'PATO:0002014': 13, 'GO:0030054': 13, 'UBERON:0000476': 13, 'GO:0098642': 13, 'GO:0098651': 13, 'GO:0062023': 13, 'UBERON:0000481': 13, 'UBERON:0001555': 13, 'UBERON:0011137': 13, 'PR:000014841': 13, 'UBERON:0004880': 13, 'UBERON:0006267': 13, 'UBERON:0004734': 13, 'NCBITaxon:9989': 13, 'CL:0000187': 13, 'GO:0006936': 13, 'CL:0000352': 13, 'CL:0008019': 13, 'GO:0042391': 14, 'GO:0098916': 14, 'GO:0045202': 14, 'UBERON:0000463': 14, 'PATO:0002266': 14, 'PATO:0002006': 14, 'PATO:0000947': 14, 'GO:0005581': 14, 'GO:0098645': 14, 'UBERON:0001007': 14, 'UBERON:0000165': 14, 'UBERON:0007026': 14, 'UBERON:0000075': 14, 'UBERON:0003068': 14, 'UBERON:0000490': 14, 'UBERON:0006268': 14, 'NCBITaxon:314147': 14, 'CL:0000183': 14, 'CL:0000056': 14, 'CL:0000052': 14, 'GO:0034220': 15, 'GO:0099537': 15, 'GO:0098794': 15, 'GO:0098793': 15, 'PATO:0002198': 15, 'PATO:0000052': 15, 'PATO:0002318': 15, 'GO:0098644': 15, 'GO:0099081': 15, 'GO:0022600': 15, 'UBERON:0004921': 15, 'UBERON:0035804': 15, 'NCBITaxon:314146': 15, 'CL:0000680': 15, 'GO:0006811': 16, 'GO:0055085': 16, 'GO:0099536': 16, 'PATO:0001018': 16, 'GO:0099080': 16, 'PATO:0015006': 16, 'GO:0007586': 16, 'UBERON:0000930': 16, 'NCBITaxon:1437010': 16, 'CHEBI:24867': 17, 'GO:0007267': 17, 'NCBITaxon:9347': 17, 'GO:0023052': 18, 'NCBITaxon:32525': 18, 'NCBITaxon:40674': 19, 'NCBITaxon:32524': 20, 'NCBITaxon:32523': 21, 'NCBITaxon:1338369': 22, 'NCBITaxon:8287': 23, 'NCBITaxon:117571': 24, 'NCBITaxon:117570': 25, 'NCBITaxon:7776': 26}",-1,CL:0000235,macrophage,,
136,136,Lung,1,0.5,"KLRF1,GENE62,GNLY,GZMB,GENE54,GENE94,GENE18,FCGR3A,NKG7,PYHIN1,KLRD1,SPON2,GENE31,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,natural killer cell,0,1.0000,CL:0000623,natural killer cell,CL:0000623,natural killer cell
137,137,Lung,1,0.5,"PRDX4,MANF,SSR4,GENE21,GENE30,XBP1,POU2AF1,TNFRSF17,GENE90,HSP90B1,GENE29,GENE46,MZB1,DERL3,SEC11C",Plasma,plasma cell,CL:0000786,b cell,4,0.6667,CL:0000786,plasma cell,CL:0000236,b cell
138,138,Lung,1,0.5,"GENE39,SFTPA2,GENE3,SLC34A2,GENE18,SFTPC,LAMP3,ABCA3,GENE29,GENE28,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,alveolar type II cell,0,1.0000,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell
139,139,Lung,1,0.5,"KIT,GENE58,VWA5A,CPA3,HPGDS,GRAP2,GENE40,HDC,GENE86,CD44,MS4A2,GENE28,TPSAB1,GENE99,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell,2,0.5000,CL:0002028,basophil mast progenitor cell,CL:0000097,mast cell
140,140,Lung,1,0.5,"LILRB2,GENE62,GENE66,GENE33,COTL1,RPS19,LST1,AIF1,FCGR3A,GENE96,SAT1,RHOC,FCN1,GENE23,IFITM2",CD16+ Monocyte,,,nonclassical monocyte,2,0.6667,CL:0002396,"CD14-low, CD16-positive monocyte",CL:0000576,monocyte
141,141,Lung,1,0.5,"GENE26,GENE13,CDC42EP1,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,GENE11,GENE42,GENE23,CD81,FCN3,EPAS1,FLNB",Capillary,,,"basophil, mast cell",-1,-1,UBERON:0001982,capillary,CL:0002028,basophil mast progenitor cell
142,142,Lung,1,0.5,"CD3D,GZMH,GENE3,CD3G,GENE40,CD8B,GENE86,GENE29,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE84",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,T cell,3,0.6667,CL:0000625,"CD8-positive, alpha-beta T cell",CL:0000084,t cell
143,143,Lung,1,0.5,"GENE39,GENE52,SCGB3A2,DSTN,CYB5A,CEACAM6,GENE46,PIGR,GENE77,CTSE,SFTPB,WFDC2,C16orf89,GENE97,KIAA1324",Club,club cell,CL:0000158,goblet cell,-1,0.4286,CL:0000158,club cell,CL:0000160,goblet cell
144,144,Lung,1,0.5,"GENE13,GENE39,CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE90,COL3A1,COL1A1,COL1A2,GENE28,GENE75,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast,-1,0.6000,CL:0000186,myofibroblast cell,CL:0000057,fibroblast
145,145,Lung,1,0.5,"GENE100,PTPRE,GZMB,IRF7,GENE61,TYROBP,GENE90,GENE70,PLD4,NPC2,PPP1R14B,IL3RA,GENE76,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,natural killer t cell,-1,0.3636,CL:0000784,plasmacytoid dendritic cell,CL:0000623,natural killer cell
146,146,Lung,1,0.5,"TPX2,BIRC5,GENE58,NUSAP1,STMN1,GENE54,UBE2C,TYMS,ANLN,KPNA2,GENE29,CDK1,GENE43,H2AFZ,GENE31",Proliferating Macrophage,,,proliferating cell,-1,0.3636,CL:4033076,cycling macrophage,CL:4033068,cycling B cell
