,tissue,simuround,noise,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation
1453,Lung,3,1.0,"GENE1,GENE9,GENE94,PIP4K2A,GENE86,SKAP1,GENE63,GENE78,B2M,GENE67,GENE56,PRKCH,KLRD1,PARP8,GENE97,AOAH,CD247,FYN,GENE60,ARHGAP15",Immune (NK cell),natural killer cell,CL:0000623,mixture of multiple cell types
1454,Lung,3,1.0,"GENE90,PTPRC,SKAP1,GENE15,GENE12,SYTL3,ITK,THEMIS,GENE62,GENE52,GENE69,GENE5,GENE42,PARP8,FYN,FKBP5,GENE25,ARHGAP15,BCL2,GENE55",Immune (T cell),T cell,CL:0000084,mixture of cell types
1455,Lung,3,1.0,"GENE33,TFRC,PLXDC2,MSR1,GENE51,ZEB2,FMNL2,SLC11A1,GENE18,GENE6,GENE64,GENE45,DOCK8,GENE50,GENE62,GENE57,PPARG,RNF149,GPCPD1,GENE99",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,unidentified cell type
1456,Lung,3,1.0,"GENE9,SLC24A3,GENE28,SRGN,GENE75,TPSAB1,SAMSN1,TPSB2,SYTL3,GENE13,KIT,GENE52,IL18R1,FER,GENE71,GENE91,GENE44,ARHGAP15,GENE81,GENE55",Immune (mast cell),mast cell,CL:0000097,mast cell
1457,Lung,3,1.0,"GENE58,GENE46,EBF1,GENE22,GENE79,GENE24,GENE69,GENE17,GENE71,GENE96,PRKG1,ACTA2,GENE2,LPP,CALD1,INPP4B,CACNA1C,TPM1,DMD,MYH11",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",smooth muscle cell
1458,Lung,3,1.0,"TCF4,GENE40,CALCRL,PTPRM,GENE89,PTPRB,GENE45,GENE65,GENE57,GENE93,GENE49,GENE76,GENE74,GENE38,EGFL7,LDB2,ST6GALNAC3,TIMP3,PECAM1,EPAS1",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell
1459,Lung,3,1.0,"GENE1,GENE9,GENE8,GENE98,GENE77,PLXDC2,GENE15,GENE89,LAMA2,PLEKHH2,ARHGAP6,GENE64,ROBO2,PRKG1,SLIT2,GENE60,GENE48,LSAMP,RBMS3,RORA",Fibroblast,fibroblast,CL:0000057,unidentifiable cell type
1460,Lung,3,1.0,"TBXAS1,GENE94,GENE8,GENE98,GENE90,SRGN,PLXDC2,ZEB2,GENE15,PIK3R5,SLC8A1,GENE13,CD74,GENE71,GENE76,GENE3,FKBP5,CHST11,CTSB,GENE41",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",mast cell
1461,Lung,3,1.0,"GENE70,GENE28,FOXO1,GENE51,GENE63,GENE58,GHR,ADIPOQ,PLIN1,EBF1,PPARG,ACSL1,GENE59,PLIN2,LPIN1,GENE37,GENE60,GENE92,G0S2,GENE73",Adipocyte,fat cell,CL:0000136,adipocyte
1462,Lung,3,1.0,"GENE82,GENE50,GENE65,AGER,EMP2,GENE95,GENE81,CAV1,PDPN,HOPX",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar type I cell
1463,Lung,3,1.0,"GENE45,GENE100,NKX2-1,SLC34A2,LAMP3,SFTPC,GENE70,GENE12,SFTPB,GENE51",Alveolar Type II,type II pneumocyte,CL:0002063,alveolar type II cell
1464,Lung,3,1.0,"GENE94,GENE89,CD24,GENE37,CXCR3,CD1c,FAS,GENE20,CR2,GENE41",B cell_memory,memory B cell,CL:0000787,dendritic cell
1465,Lung,3,1.0,"GENE45,GENE65,GENE89,TUBA1A,HYDIN,FAM92B,GENE87,GENE60,FOXJ1,DNAH5,DNAI1,GENE91,DNAI2,CDHR3,GENE53,GENE51",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,ciliated epithelial cell
1466,Lung,3,1.0,"GENE13,GENE100,SCGB3A2,GENE68,SCGB1A1,BPIFA1,GENE91,GENE28,SCGB3A1,GENE43,SLPI,MUC5B,GENE64,CYP2F2",Club Epithelial,club cell,CL:0000158,goblet cell
1467,Lung,3,1.0,"GENE1,GENE39,GENE19,GENE61,GENE33,NEGR1,COL4A1,GENE34,GENE53,GENE82,GENE100,COL5A1,GENE15,COL1A1,IGFBP5,FBN1,VIM,COL5A2,IL33,GENE6,GENE47,GENE62,HGF,GENE78,COL18A1,COL6A3,GENE67,GENE24,GENE11,FBLN1,DCN,GENE91,GENE74,SLIT2,FN1,GENE4,DDR2,CCN2,GENE66,IGFBP3,COL6A6,GENE37,IL6,GENE25,COL3A1,COL6A1,COL1A2,COL6A2,GENE92,GENE99",Fibroblast,fibroblast,CL:0000057,Fibroblast
1468,Lung,3,1.0,"GENE45,GENE39,RELN,GENE52,GENE100,FLT4,CCL21,MMRN1,PROX1,GENE91,LYVE1,GENE83",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,unidentified
1469,Lung,3,1.0,"GENE26,GENE39,GENE8,LYZ,GENE27,GENE33,C1QA,PTPRC,GENE28,LYVE1,CD68,MSR1,GENE53,SLC11A1,MERTK,CPM,CD163,MS4A6A,GENE79,GENE35,RBPJ,MS4A4A,CD74,GENE80,GENE69,GENE91,GENE96,CD36,GENE49,GENE85,GENE76,GENE38,GENE4,GENE66,MR1,CSF1R,MRC1,GENE23",Macrophage,macrophage,CL:0000235,macrophage
1470,Lung,3,1.0,"KIT,GENE62,GENE58,GENE67,HDC,GENE80,GENE10,TPSB2,CD69,FCER1A,TPSAB1,GENE99",Mast Cell,mast cell,CL:0000097,mast cell
1471,Lung,3,1.0,"GENE26,MYO1B,GENE100,GENE97,GENE61,GENE89,CSPG4,GENE78,MCAM,GENE60,GENE77,GENE49,ACTA2,ANPEP,DES,PDGFRB",Pericyte,pericyte,CL:0000669,pulmonary alveolar type 2 cell
1472,Lung,3,1.0,"MYOCD,GENE8,GENE33,GENE70,SMTN,ACTG2,GUCY1A3,GENE15,GENE18,GENE12,PALLD,GENE46,ACTN1,VCL,DES,GENE22,GENE93,GENE96,GUCY1B3,GENE85,ACTA2,CNN1,GENE4,TAGLN,GENE66,GENE83,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
1473,Lung,3,1.0,"PTPRC,GENE77,SKAP1,NKG7,TRAC,IL7R,GENE46,CD3E,CD96,THEMIS,GENE45,CD3D,GENE57,CD3G,GENE93,GENE11,GENE5,GENE17,GENE71,GENE31,CD247,TRBC1,GENE25,CD69,GENE48,GENE55",T cell,T cell,CL:0000084,cd8+ mem/eff t cell
1474,Lung,3,1.0,"GENE26,GENE30,NOSTRIN,VWF,EPHB4,GENE16,GENE15,GENE89,RAMP3,PTPRB,GENE13,CLDN5,GENE87,BACE2,GENE31,CD300LG,GENE66,LDB2,PECAM1,GENE73",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
1475,Lung,3,1.0,"GENE17,NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar type II cell
1476,Lung,3,1.0,"GENE65,IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM",neutrophil,neutrophil,CL:0000775,nonclassical monocyte
1477,Lung,3,1.0,"IL7R,IL32,CD3D,CD69,CD3E,TRAC,CXCR4,CD2,CD3G,TRBC2,GENE78","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cell
1478,Lung,3,1.0,"GENE7,CCL5,GZMA,IL32,CCL4,NKG7,CD3D,CD2,KLRD1,CD3E,GNLY","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,T cell
1479,Lung,3,1.0,"GNLY,KLRD1,GZMB,PRF1,GZMA,FGFBP2,CST7,CD247,KLRF1,KLRB1,GENE46",nk cell,natural killer cell,CL:0000623,natural killer cell
1480,Lung,3,1.0,"GENE24,RBP5,SELE,CCL14,ZNF385D,CYTL1,POSTN,PLVAP,ADAMTS4,NEURL1B,EXOC3L2",bronchial vessel endothelial cell,,,uncategorized
1481,Lung,3,1.0,"GENE67,ACTG2,DES,ADRA2C,FOXC2,CNN1,JPH2,MYH11,CCN5,HSPB6,AC100803.2",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell
1482,Lung,3,1.0,"DCN,IGFBP6,FBLN1,PLA2G2A,C1S,MFAP4,MFAP5,C1R,SERPINF1,MGP,GENE10",adventitial cell,adventitial cell,CL:0002503,fibroblast
1483,Lung,3,1.0,"C1QA,MARCO,ACP5,MS4A7,APOC1,C1QB,MRC1,APOE,VSIG4,FABP4,GENE32",macrophage,macrophage,CL:0000235,macrophage
1484,Lung,3,1.0,"TPSB2,TPSAB1,CPA3,MS4A2,RHEX,HPGDS,KIT,CD69,GATA2,VWA5A,GENE18",basophil,basophil,CL:0000767,mast cell
1485,Lung,3,1.0,"S100A8,VCAN,FCN1,S100A12,S100A9,MNDA,FGL2,COTL1,CD300E,VSIR,GENE99",classical monocyte,classical monocyte,CL:0000860,monocyte
1486,Lung,3,1.0,"GENE71,PTPRB,CXCL12,GJA5,DKK2,NPR3,SERPINE2,SSTR1,NOS1,SOX17,MMRN2",endothelial cell of artery,endothelial cell of artery,CL:1000413,No specific cell type identified based on the provided markers
1487,Lung,3,1.0,"CAPS,TMEM190,C20orf85,C9orf24,TPPP3,RSPH1,C11orf88,C1orf194,PIFO,TSPAN1,GENE30",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated epithelial cell
1488,Lung,3,1.0,"FCER1A,CD1C,GPR183,S100B,CLEC10A,CD1E,FCGR2B,PKIB,CST7,CLEC5A,GENE89",dendritic cell,dendritic cell,CL:0000451,cell_type_name
1489,Lung,3,1.0,"GENE94,BPIFB1,LCN2,SCGB1A1,MSMB,SCGB3A1,WFDC2,TFF3,CP,SERPINB3,TSPAN1",respiratory goblet cell,respiratory goblet cell,CL:0002370,club cell
1490,Lung,3,1.0,"GENE99,S100A2,MIR205HG,KRT5,KRT15,KRT19,KRT17,ALDH3A1,PERP,TACSTD2,IGFBP2",basal cell,basal cell,CL:0000646,basal cell
1491,Lung,3,1.0,"GENE29,JCHAIN,MZB1,IGHG3,DERL3,IGHG2,CD79A,IGHG4,IGHA2,TNFRSF17,SPAG4",plasma cell,plasma cell,CL:0000786,pulmonary alveolar type 2 cell
1492,Lung,3,1.0,"GENE92,CD79A,MS4A1,TNFRSF13C,IGHM,VPREB3,TNFRSF13B,BLK,LINC01781,CD19,PAX5",b cell,B cell,CL:0000236,B cell
1493,Lung,3,1.0,"GENE20,PRR4,PRB3,TCN1,C6orf58,LPO,TTYH1,LINC01829,SLC5A1,PRB1,ANO1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,goblet cell
1494,Lung,3,1.0,"GENE81,FGL2,MS4A6A,CD163,MAFB,CSF1R,FCGR3A,AIF1,RNASE6,LST1,HCLS1",non-classical monocyte,non-classical monocyte,CL:0000875,nonclassical monocyte
1495,Lung,3,1.0,"GENE67,FCN3,MT1M,TIMP3,RAMP2,SLC6A4,VWF,CLDN5,FAM107A,CALCRL,LRRC32",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell
1496,Lung,3,1.0,"GENE91,EDNRB,CLDN5,IL1RL1,CA4,EMCN,GNG11,TIMP3,HPGD,SPARCL1,RAMP2",capillary aerocyte,,,cell_type_name
1497,Lung,3,1.0,"RTKN2,SCEL,NTM,MS4A15,NCKAP5,PKDCC,ITLN2,UPK3B,MYRF,ST6GALNAC5,GENE74",type i pneumocyte,type I pneumocyte,CL:0002062,goblet cell
1498,Lung,3,1.0,"ACKR1,VWF,C7,SPARCL1,IGFBP7,RAMP3,TIMP3,PRSS23,LIFR,CLU,GENE97",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell
1499,Lung,3,1.0,"DCN,LUM,ADH1B,MGP,FBLN1,C1S,MFAP4,RARRES2,C7,PTGDS,GENE20",alveolar fibroblast,,,pulmonary alveolar type 2 cell
