,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
263,263,Lung,1,0.75,"XBP1,POU2AF1,DERL3,MZB1,TNFRSF17,SSR4,SEC11C",Plasma,plasma cell,CL:0000786,b cell,Plasma cells,Plasma Cells,Plasma cells,B cells,plasma cell,CL:0000786,plasma cell,CL:0000786,plasma cell,CL:0000786,b cell,CL:0000236,0,0,0,4
264,264,Lung,1,0.75,"NAPSA,SFTPB,SFTPC,SFTPA1,SLC34A2,LPCAT1,LAMP3",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,Type II pneumocytes,Type II Alveolar Cells,Alveolar type II cells,Alveolar type II cells,pulmonary alveolar type 2 cell,CL:0002063,type II pneumocyte differentiation,GO:0060510,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,0,-1,0,0
265,265,Lung,1,0.75,"CD44,CPA3,GATA2,MS4A2,HDC,HPGDS,TPSAB1",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,Mast cells,Mast Cells,Mast cells,Mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,-1,-1,-1,-1
266,266,Lung,1,0.75,"COTL1,RHOC,AIF1,IFITM2,SAT1,RPS19,FCN1",CD16+ Monocyte,,,macrophage/monocyte,Monocytes,Monocytes or Macrophages,Macrophages,Monocytes/Macrophages,macrophage,CL:0000235,monocyte,CL:0000576,macrophage,CL:0000235,macrophage,CL:0000235,-1,-1,-1,-1
267,267,Lung,1,0.75,"EPAS1,CDC42EP1,CD81,BTNL9,CDH5,PODXL,RAMP3",Capillary,,,blood vessel cell,Endothelial cells,Endothelial Cells,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
268,268,Lung,1,0.75,"NKG7,CD3D,RPS27,CCL5,CD3G,GZMH,CD8B",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,T cells,Cytotoxic T Cells,Cytotoxic T cells,CD8+ T cells,cytotoxic t cell,CL:0000910,t cell,CL:0000084,cytotoxic t cell,CL:0000910,"CD8-positive, alpha-beta T cell",CL:0000625,-1,3,-1,0
269,269,Lung,1,0.75,"KIAA1324,CEACAM6,CYB5A,SFTPB,C16orf89,DSTN,SCGB3A2",Club,club cell,CL:0000158,epithelial cell,Club cells,Club Cells,Club cells,Bronchial epithelial cells,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,bronchial epithelial cell,CL:0002328,0,0,0,-1
270,270,Lung,1,0.75,"COL6A3,POSTN,LTBP1,CALD1,ASPN,ITGBL1,COL1A1",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,Fibroblasts,Fibroblasts or Smooth Muscle Cells,Cancer-associated fibroblasts,Fibroblasts,smooth muscle cell,CL:0000192,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,-1,-1,-1,-1
271,271,Lung,1,0.75,"PTPRE,PLD4,PPP1R14B,NPC2,IRF4,GZMB,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,NK T cells,Natural Killer Cells,Plasmacytoid dendritic cells,Immune cells,natural killer cell,CL:0000623,mature NK T cell,CL:0000814,plasmacytoid dendritic cell,CL:0000784,leukocyte,CL:0000738,-1,-1,0,3
272,272,Lung,1,0.75,"TYMS,H2AFZ,ANLN,STMN1,KPNA2,TPX2,BIRC5",Proliferating Macrophage,,,macrophage/monocyte,Cancer cells,Proliferating Cells or Cancer Cells,Proliferating cancer cells,Proliferating epithelial cells,cycling B cell,CL:4033068,malignant cell,CL:0001064,cycling B cell,CL:4033068,epithelial cell,CL:0000066,-1,-1,-1,-1
273,273,Lung,1,0.75,"CENPF,UBE2C,NUSAP1,AURKB,TOP2A,KIF2C,BIRC5",Proliferating NK/T,,,t/nk cell,Mitotic cells,Proliferating Cells or Cancer Cells,Proliferating cancer cells,Mitotic cells,cycling B cell,CL:4033068,basal cell,CL:0000646,cycling B cell,CL:4033068,basal cell,CL:0000646,-1,-1,-1,-1
274,274,Lung,1,0.75,"PLVAP,INHBB,ZNF385D,ENPP2,COL15A1,SPARCL1,EMCN",Bronchial Vessel,,,bronchial cell,Endothelial cells,Endothelial Cells,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
275,275,Lung,1,0.75,"LCN2,WFDC2,SAA1,BPIFB1,SLPI,SCGB3A1,MUC5B",Mucous,,,mucosal cell,Mucosal cells,Upper Airway Goblet Cells,Goblet cells,Clara cells / Secretory club cells,goblet cell,CL:0000160,mucosal type mast cell,CL:0000485,goblet cell,CL:0000160,club cell,CL:0000158,-1,-1,-1,-1
276,276,Lung,1,0.75,"PLA1A,VWF,PRSS23,SELP,TGM2,SLCO2A1,CPE",Vein,,,blood vessel cell,Endothelial cells,Platelets,Endothelial cells,Endothelial cells,platelet,CL:0000233,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
277,277,Lung,1,0.75,"COL4A2,COX4I2,COL4A1,CALD1,CHN1,LAMC3,NID1",Pericyte,pericyte,CL:0000669,pericyte,Fibroblasts,Neurons or Astrocytes,Basement membrane cells,Mesenchymal cells,fibrous astrocyte,CL:4042008,fibroblast,CL:0000057,basement membrane,GO:0005604,mesenchymal cell,CL:0008019,-1,10,11,11
278,278,Lung,1,0.75,"CNN1,DES,ACTA2,CSRP1,DSTN,CALD1,PLN",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,1. Smooth Muscle Cells,Smooth muscle cells,Smooth muscle cells,Vascular smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,vascular associated smooth muscle cell,CL:0000359,0,0,0,-1
279,279,Lung,1,0.75,"GJA5,FBLN5,SEMA3G,EPAS1,EFNB2,BMX,HEY1",Artery,,,blood vessel cell,2. Endothelial Cells,Endothelial cells,Endothelial cells,Endothelial cells / Vascular smooth muscle cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,vascular associated smooth muscle cell,CL:0000359,-1,-1,-1,-1
280,280,Lung,1,0.75,"CYP3A5,ESAM,APP,EDNRB,HPGD,STXBP6,TBX2",Capillary Aerocyte,,,epithelial cell,3. Endothelial Cells,Renal tubule cells,Lung endothelial cells,Type II Alveolar Cells,kidney cortex tubule cell,CL:1000615,endothelial cell,CL:0000115,lung endothelial cell,CL:1001567,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,-1,-1
281,281,Lung,1,0.75,"RALA,ACVRL1,SRSF11,SH3BP5,WWTR1,EPAS1,IPO7",Capillary Intermediate,,,blood vessel cell,4. Endothelial Cells,Endothelial cells,Lung epithelial cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,epithelial cell of lung,CL:0000082,endothelial cell,CL:0000115,-1,-1,-1,-1
282,282,Lung,1,0.75,"MEDAG,C7,C3,STEAP1,HAS1,FGF7,CCDC71L",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,5. Mesenchymal Stem Cells,Adipocytes,Lung stromal cells,Lung Fibroblasts,adipocyte,CL:0000136,mesenchymal stem cell,CL:0000134,stromal cell,CL:0000499,fibroblast of lung,CL:0002553,13,3,-1,1
283,283,Lung,1,0.75,"ALDH1A3,PRG4,DSC3,WT1,MGARP,DMKN,SLPI",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,6. Mesothelial Cells,Epithelial cells,Basal cells,Goblet Cells,epithelial cell,CL:0000066,mesothelial cell,CL:0000077,basal cell,CL:0000646,goblet cell,CL:0000160,2,0,-1,-1
284,284,Lung,1,0.75,"GP9,TUBB1,CABP5,ACRBP,GP6,TMEM40,PF4",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",7. Platelets,Platelets,Megakaryocytes,Platelets,platelet,CL:0000233,platelet,CL:0000233,megakaryocyte,CL:0000556,platelet,CL:0000233,-1,-1,-1,-1
285,285,Lung,1,0.75,"CCL5,CD7,GNLY,LGALS1,S100A6,CTSW,CEBPB",Natural Killer T,,,t/nk cell,8. T Cells,T cells,T-cells,T cells,t cell,CL:0000084,t cell,CL:0000084,T cell,CL:0000084,t cell,CL:0000084,-1,-1,-1,-1
286,286,Lung,1,0.75,"HSPB3,CLU,RAMP1,CSRP1,CST5,SCX,MET",Fibromyocyte,,,muscle cell,9. Smooth Muscle Cells,Tendon cells,Myofibroblasts,Smooth Muscle Cells,tendon cell,CL:0000388,smooth muscle cell,CL:0000192,myofibroblast cell,CL:0000186,smooth muscle cell,CL:0000192,-1,-1,-1,-1
287,287,Lung,1,0.75,"WFDC2,TXN,CXCL17,AGR2,COX5A,CLIC1,FAM3D",Goblet,goblet cell,CL:0000160,epithelial cell,10. Epithelial Cells,Ciliated Bronchial Epithelial Cells,Club cells,Club Cells,ciliated epithelial cell,CL:0000067,epithelial cell,CL:0000066,club cell,CL:0000158,club cell,CL:0000158,-1,1,-1,-1
288,288,Lung,1,0.75,"TMPRSS11E,MFSD6L,FOXI1,ASCL3,STAC2,ATP6V1B1,TFF3",Ionocyte,ionocyte,CL:0005006,epithelial cell,11. Epithelial Cells,Salivary Gland Epithelial Cells,Bronchial epithelium,Neuroendocrine Cells,salivary gland cell,CL:0009005,epithelial cell,CL:0000066,bronchial goblet cell,CL:1000312,neuroendocrine cell,CL:0000165,-1,1,-1,-1
289,289,Lung,1,0.75,"PCSK1N,FAM46A,SCGN,SEC11C,CPE,PRDX2,CHGA",Neuroendocrine,neuroendocrine cell,CL:0000165,epithelial cell,12. Neuroendocrine Cells,Neuroendocrine cells,Neuroendocrine cells,Granzyme B Positive Cells,neuroendocrine cell,CL:0000165,neuroendocrine cell,CL:0000165,neuroendocrine cell,CL:0000165,"B cell, CD19-positive",CL:0001201,0,0,0,-1
290,290,Lung,1,0.75,"TCN1,TESC,PHB,PRH2,PRB3,LYZ,PRB4",Serous,serous secreting cell,CL:0000313,secretory cell,13. Salivary Gland Cells,Salivary Acinar Cells,Serous cells,Lung epithelial cells,acinar cell of salivary gland,CL:0002623,salivary gland cell,CL:0009005,serous secreting cell,CL:0000313,epithelial cell of lung,CL:0000082,-1,-1,0,-1
291,291,Lung,1,0.75,"C1QB,HLA-DRB1,FCER1G,CTSZ,AIF1,LAPTM5,C1QA",Macrophages,macrophage,CL:0000235,macrophage/monocyte,14. Macrophages,Macrophages,Alveolar macrophages,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,alveolar macrophage,CL:0000583,macrophage,CL:0000235,0,0,-1,0
292,292,Lung,1,0.75,"GZMA,GNLY,CD7,CST7,GZMB,NKG7,CCL4",Innate lymphoid cell NK,natural killer cell,CL:0000623,t/nk cell,15. Natural Killer Cells,Natural Killer Cells,Cytotoxic T cells,Natural killer cells,natural killer cell,CL:0000623,natural killer cell,CL:0000623,cytotoxic t cell,CL:0000910,natural killer cell,CL:0000623,0,0,-1,0
293,293,Lung,1,0.75,"S100A14,NAPSA,SFTA3,CYB5A,SLC34A2,SLC39A8,SFTPD",AT2,type II pneumocyte,CL:0002063,epithelial cell,16. Lung Alveolar Cells,Alveolar Type II Cells,Alveolar type II cells,Clara cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar type 2 cell,CL:0002063,club cell,CL:0000158,0,1,0,-1
294,294,Lung,1,0.75,"GNG11,IGFBP7,ACKR1,CLEC14A,SPARCL1,RAMP2,RAMP3",EC venous,vein endothelial cell,CL:0002543,endothelial cell,17. Endothelial Cells,Endothelial Cells,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,3,3,3,3
295,295,Lung,1,0.75,"CORO1A,CD3E,CD69,CD3D,CD2,TRBC2,CCL5",T cell lineage,T cell,CL:0000084,t/nk cell,18. T Cells,T Cells,T/NK cells,T cells,t cell,CL:0000084,t cell,CL:0000084,mature NK T cell,CL:0000814,t cell,CL:0000084,0,0,-1,0
296,296,Lung,1,0.75,"IFI27,SOX17,PECAM1,CRIP2,A2M,TM4SF1,CLEC14A",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell,19. Endothelial Cells,Endothelial Cells,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,3,3,3,3
297,297,Lung,1,0.75,"CALD1,MGP,COL6A1,IGFBP7,LUM,COL1A2,C1S",Fibroblasts,fibroblast,CL:0000057,fibroblast,20. Fibroblasts,Fibroblasts,Fibroblasts,Fibroblasts,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,0,0,0,0
298,298,Lung,1,0.75,"SFTA2,HOPX,FXYD3,CAV1,TSPAN13,KRT7,EMP2",AT1,type I pneumocyte,CL:0002062,epithelial cell,21. Lung Alveolar Cells,Alveolar Type II Cells,Alveolar type I cells,Type II alveolar cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 2 cell,CL:0002063,-1,1,0,-1
299,299,Lung,1,0.75,"RP11-295M3.4,C11orf97,C12orf75,SNTN,C5orf49,GSTA1,TMEM231",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cell,22. Unknown or Unclear,Mesenchymal Stem Cells,Club cells,Unknown cell types,mesenchymal stem cell,CL:0000134,CD115-positive monocyte OR common dendritic progenitor,CL:0001019,club cell,CL:0000158,type B pancreatic cell,CL:0000169,-1,-1,-1,-1
300,300,Lung,1,0.75,"MS4A1,CD37,TSC22D3,ISG20,CD79A,LTB,CORO1A",B cell lineage,B cell,CL:0000236,b cell,23. B Cells,B cells,B cells,Lymphocytes,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,lymphocyte,CL:0000542,0,0,0,2
301,301,Lung,1,0.75,"CXCL17,WFDC2,PIGR,KRT19,MUC1,CEACAM6,KRT7",Secretory,secretory cell,CL:0000151,secretory cell,24. Breast Epithelial Cells,Biliary Epithelial Cells,Epithelial cells,B cells,epithelial cell,CL:0000066,mammary gland epithelial cell,CL:0002327,epithelial cell,CL:0000066,b cell,CL:0000236,12,-1,12,-1
302,302,Lung,1,0.75,"CD14,S100A9,LST1,FCER1G,S100A8,VCAN,FCN1",Monocytes,monocyte,CL:0000576,macrophage/monocyte,25. Monocytes,Monocytes,Monocytes,Monocyte/Macrophages,monocyte,CL:0000576,monocyte,CL:0000576,monocyte,CL:0000576,monocyte,CL:0000576,0,0,0,0
303,303,Lung,1,0.75,"MARCKSL1,CCL28,PIP,TCN1,SEC11C,SELM,ZG16B",Submucosal Secretory,,,secretory cell,Endocrine cells  ,Breast Cancer Cells,Secretory epithelial cells,Epithelial Cells,adipocyte of breast,CL:0002617,endocrine cell,CL:0000163,fallopian tube secretory epithelial cell,CL:4030006,epithelial cell,CL:0000066,-1,-1,-1,-1
304,304,Lung,1,0.75,"HYAL2,CDH5,PECAM1,EGFL7,CLDN5,AQP1,CLEC14A",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell,Endothelial cells  ,Endothelial Cells,Endothelial cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,2,2,2,2
305,305,Lung,1,0.75,"SDPR,CLDN5,TM4SF1,RAMP2,PPFIBP1,IGFBP7,CCL21",Lymphatic EC mature,,,endothelial cell,Lymphatic endothelial cells  ,Endothelial Cells,Endothelial cells,Alveolar type II cells,endothelial cell,CL:0000115,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,CL:0000115,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,-1,-1
306,306,Lung,1,0.75,"AKAP12,TFF3,IGFBP7,GNG11,SDPR,CCL21,TFPI",Lymphatic EC differentiating,,,endothelial cell,Smooth muscle cells  ,Endothelial Cells,Pericytes,Type 2 Pneumocytes,endothelial cell,CL:0000115,smooth muscle cell,CL:0000192,pericyte,CL:0000669,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,-1,-1
307,307,Lung,1,0.75,"CORO1A,ITGB2,MS4A6A,HLA-DPA1,HLA-DQB1,GPR183,HLA-DMA",Dendritic cells,dendritic cell,CL:0000451,dendritic cell,B cells  ,B Cells,Macrophage/Dendritic cells,Dendritic Cells,b cell,CL:0000236,b cell,CL:0000236,macrophage dendritic cell progenitor,CL:0002009,dendritic cell,CL:0000451,-1,-1,-1,0
308,308,Lung,1,0.75,"GPX3,SPARCL1,MT1X,TPM2,CYR61,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell,Smooth muscle cells  ,Smooth Muscle Cells,Smooth muscle cells,Mesenchymal Stem Cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,mesenchymal stem cell,CL:0000134,-1,-1,-1,-1
309,309,Lung,1,0.75,"CPA3,TPSB2,KIT,GATA2,VWA5A,RGS13,MS4A2",Mast cells,mast cell,CL:0000097,granulocyte,Mast cells  ,Mast Cells,Mast cells,Mast Cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,0,0,0,0
310,310,Lung,1,0.75,"LMOD1,ACTG2,PLN,PPP1R14A,NEXN,IGFBP7,FLNA",Fibromyocytes,,,muscle cell,Smooth muscle cells  ,Smooth Muscle Cells,Smooth Muscle Cells,Smooth Muscle Cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,-1,-1,-1,-1
311,311,Lung,1,0.75,"HMGN1,COX20,S100A16,MARCKS,ECSCR,HMGN2,TUBB",Lymphatic EC proliferating,,,endothelial cell,Epithelial cells  ,Epithelial Cells,Endothelial Cells,Endothelial Cells,epithelial cell,CL:0000066,epithelial cell,CL:0000066,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
312,312,Lung,1,0.75,"FBXL7,KALRN,ST6GALNAC3,PKHD1L1,PPFIBP1,LDB2,MMRN1",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Endothelial cells  ,Endothelial Cells,Fibroblasts,Fibroblasts,endothelial cell,CL:0000115,endothelial cell,CL:0000115,fibroblast,CL:0000057,fibroblast,CL:0000057,2,2,8,8
313,313,Lung,1,0.75,"LMO7,KHDRBS2,RBMS3,NTM,LIMCH1,RAB11FIP1,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,epithelial cell,Neurons  ,Neurons,Fibroblasts,Type II Alveolar Cells,neuron,CL:0000540,neuron,CL:0000540,fibroblast,CL:0000057,pulmonary alveolar type 2 cell,CL:0002063,9,9,9,-1
314,314,Lung,1,0.75,"SFTPC,SFTPB,MACROD2,AUTS2,LRRK2,PDE4D,ANK3",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,epithelial cell,Type II pneumocytes  ,Type II Alveolar Cells,Alveolar Type II Cells,Club Cells,pulmonary alveolar type 2 cell,CL:0002063,type II pneumocyte differentiation,GO:0060510,pulmonary alveolar type 2 cell,CL:0002063,club cell,CL:0000158,0,-1,0,-1
315,315,Lung,1,0.75,"SSBP2,KRT17,FAF1,TP63,XPR1,MACROD2,RBMS3",Epithelial cell (basal),basal cell,CL:0000646,stem cell,Epithelial cells  ,Keratinocytes,Basal Cells,Ciliated Cells,keratinocyte,CL:0000312,epithelial cell,CL:0000066,basal cell,CL:0000646,ciliated cell,CL:0000064,-1,17,0,-1
316,316,Lung,1,0.75,"STK33,HYDIN,CFAP54,C4orf22,LRRIQ1,DNAH7,CDHR3",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,epithelial cell,Ciliated epithelial cells  ,Ciliated Epithelial Cells,Ciliated Cells,Goblet Cells,ciliated epithelial cell,CL:0000067,ciliated epithelial cell,CL:0000067,ciliated cell,CL:0000064,goblet cell,CL:0000160,0,0,1,-1
317,317,Lung,1,0.75,"KIAA1324,MACROD2,KIAA1217,NEDD4L,MECOM,ERBB4,BMPR1B",Epithelial cell (club),club cell,CL:0000158,epithelial cell,Epithelial cells  ,Neurons,Epithelial Cells,Alveolar Macrophages,neuron,CL:0000540,epithelial cell,CL:0000066,epithelial cell,CL:0000066,alveolar macrophage,CL:0000583,10,2,2,-1
318,318,Lung,1,0.75,"PLCG2,MEF2C,RALGPS2,DENND5B,PDK1,FBXW7,CREB3L2",Immune (B cell),B cell,CL:0000236,b cell,T cells  ,T Cells,Dendritic Cells,Mesothelial Cells,t cell,CL:0000084,t cell,CL:0000084,dendritic cell,CL:0000451,mesothelial cell,CL:0000077,-1,-1,-1,-1
319,319,Lung,1,0.75,"SKAP1,B2M,KLRD1,FYN,PIP4K2A,PRKCH,ARHGAP15",Immune (NK cell),natural killer cell,CL:0000623,t/nk cell,NK cells  ,Natural Killer Cells,Natural Killer Cells,Neuroendocrine Cells,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623,neuroendocrine cell,CL:0000165,0,0,0,-1
320,320,Lung,1,0.75,"ARHGAP15,THEMIS,PARP8,SYTL3,SKAP1,FKBP5,PTPRC",Immune (T cell),T cell,CL:0000084,t/nk cell,T cells  ,T Cells,T cells,macrophages,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,macrophage,CL:0000235,0,0,0,-1
321,321,Lung,1,0.75,"ZEB2,GPCPD1,PPARG,TFRC,FMNL2,PLXDC2,MSR1",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophage/monocyte,Macrophages  ,Macrophages,Macrophages,epithelial cells,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,epithelial cell,CL:0000066,2,2,2,6
322,322,Lung,1,0.75,"TPSB2,KIT,SAMSN1,ARHGAP15,IL18R1,SRGN,SYTL3",Immune (mast cell),mast cell,CL:0000097,granulocyte,Mast cells  ,Mast Cells,Mast cells,mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,0,0,0,0
323,323,Lung,1,0.75,"CACNA1C,MYH11,CALD1,EBF1,DMD,PRKG1,INPP4B",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192","pericyte,muscle cell",Smooth muscle cells  ,Smooth Muscle Cells,Smooth muscle cells,smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,-1,-1,-1,-1
324,324,Lung,1,0.75,"CALCRL,EGFL7,PTPRM,TIMP3,ST6GALNAC3,LDB2,PTPRB",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell,Endothelial cells  ,Endothelial Cells,Endothelial cells,endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,1,1,1,1
325,325,Lung,1,0.75,"ARHGAP6,LAMA2,SLIT2,LSAMP,PLXDC2,PLEKHH2,RBMS3",Fibroblast,fibroblast,CL:0000057,fibroblast,Neurons  ,Neurons,Fibroblasts,fibroblasts,neuron,CL:0000540,neuron,CL:0000540,fibroblast,CL:0000057,fibroblast,CL:0000057,10,10,0,0
326,326,Lung,1,0.75,"ZEB2,CTSB,CD74,PIK3R5,PLXDC2,SRGN,SLC8A1",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235","dendritic cell,macrophage/monocyte",Dendritic cells  ,Macrophages,Macrophages,immune cells,macrophage,CL:0000235,dendritic cell,CL:0000451,macrophage,CL:0000235,leukocyte,CL:0000738,-1,-1,-1,-1
327,327,Lung,1,0.75,"LPIN1,G0S2,ACSL1,ADIPOQ,PLIN1,PLIN2,PPARG",Adipocyte,fat cell,CL:0000136,fat cell,Adipocytes,Adipocytes,Adipocytes,adipocytes,adipocyte,CL:0000136,adipocyte,CL:0000136,adipocyte,CL:0000136,adipocyte,CL:0000136,0,0,0,0
328,328,Lung,1,0.75,"HOPX,EMP2,CAV1",Alveolar Type I,type I pneumocyte,CL:0002062,epithelial cell,Alveolar Type I cells,Alveolar type I cells,Alveolar epithelial cells,type II alveolar cells,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar type 2 cell,CL:0002063,0,0,1,-1
329,329,Lung,1,0.75,"SFTPB,LAMP3,SLC34A2",Alveolar Type II,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Type II cells,Alveolar type II cells,Type II alveolar cells,pulmonary surfactant-producing cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,surfactant secreting cell,CL:0000157,0,0,0,1
330,330,Lung,1,0.75,"CR2,CD24,FAS",B cell_memory,memory B cell,CL:0000787,b cell,B cells,B cells,B Cells,Memory B cells,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,memory b cell,CL:0000787,3,3,3,0
331,331,Lung,1,0.75,"CDHR3,DNAI2,DNAI1,TUBA1A,FAM92B,FOXJ1",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,epithelial cell,Multiciliated cells,Ciliated cells,Ciliated Cells,Ciliated epithelial cells,ciliated cell,CL:0000064,multi-ciliated epithelial cell,CL:0005012,ciliated cell,CL:0000064,ciliated epithelial cell,CL:0000067,1,-1,1,0
332,332,Lung,1,0.75,"CYP2F2,SCGB3A2,BPIFA1,SLPI,SCGB1A1",Club Epithelial,club cell,CL:0000158,epithelial cell,Club cells,Club cells,Club Cells,Clara cells,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,0,0,0,0
333,333,Lung,1,0.75,"IGFBP3,COL5A2,IL6,CCN2,VIM,COL6A6,FBN1,HGF,DDR2,COL3A1,IL33,COL5A1,COL18A1,COL1A1,SLIT2,IGFBP5,NEGR1,COL4A1",Fibroblast,fibroblast,CL:0000057,fibroblast,Fibroblasts,Myofibroblasts,Fibroblasts,Fibroblasts,myofibroblast cell,CL:0000186,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,-1,0,0,0
334,334,Lung,1,0.75,"FLT4,MMRN1,LYVE1,CCL21",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic endothelial cells,Lymphatic endothelial cells,Lymphatic Endothelial Cells,Lymphatic endothelial cells,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,0,0,0,0
