,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
1036,1036,1036,1036,3,Lung,0.25,"GENE52,HPGD,CYP3A5,CLDN5,APP,STXBP6,GENE48,TBX2,EMCN,SOSTDC1,ESAM,EDNRB",Capillary Aerocyte,,,Endothelial Cells,CL:0000115,Epithelial cells,CL:0000066,Endothelial Cells,3. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,epithelial cell,-1,-1,-1,-1
1037,1037,1037,1037,3,Lung,0.25,"GENE82,IPO7,SH3BP5,GENE40,RALA,GALNT18,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1",Capillary Intermediate,,,Basal Cells,CL:0000646,Immune cells,CL:0000738,Endothelial Cells,4. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,basal cell,leukocyte,-1,-1,-1,-1
1038,1038,1038,1038,3,Lung,0.25,"C7,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,CPXM1,GENE46,GENE48,HAS1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Mesothelial Cells,CL:0000077,Mucous cells,CL:0000319,Kidney Cells,5. Mesangial cells,CL:1000497,CL:0000650,kidney cell,mesangial cell,mesothelial cell,mucus secreting cell,-1,-1,7,-1
1039,1039,1039,1039,3,Lung,0.25,"ALDH1A3,PRG4,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE68,GENE49,SLPI",Mesothelial,mesothelial cell,CL:0000077,Goblet Cells,CL:0000160,Support cells,CL:0000852,Epithelial Cells,6. Mesothelial cells,CL:0000066,CL:0000077,epithelial cell,mesothelial cell,goblet cell,neuromast supporting cell,2,0,-1,-1
1040,1040,1040,1040,3,Lung,0.25,"CMTM5,TUBB1,GRAP2,ITGA2B,GENE53,GENE56,CABP5,PF4,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Platelets,CL:0000233,Alveolar epithelial cells,CL:0000322,Platelets,7. Platelets,CL:0000233,CL:0000233,platelet,platelet,platelet,pulmonary alveolar epithelial cell,-1,-1,-1,-1
1041,1041,1041,1041,3,Lung,0.25,"CD2,GENE1,GNLY,CTSW,S100A6,CCL5,CEBPB,CXCR4,CD7,LGALS1,GENE23,ZFP36L2",Natural Killer T,,,T cells,CL:0000084,T cells,CL:0000084,T Cells,8. T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,-1,-1,-1,-1
1042,1042,1042,1042,3,Lung,0.25,"CLU,CST5,GENE18,MET,GENE5,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,CNN1",Fibromyocyte,,,Epithelial,CL:0000066,Tumor cells,CL:0001063,Muscle Cells,9. Tenocytes,CL:0000187,CL:0000388,muscle cell,tendon cell,epithelial cell,neoplastic cell,-1,-1,-1,-1
1043,1043,1043,1043,3,Lung,0.25,"CXCL17,S100P,PSCA,COX5A,TXN,GENE20,AGR2,GENE91,FAM3D,GABRP,CLIC1,WFDC2",Goblet,goblet cell,CL:0000160,Goblet cells,CL:0000160,MUC cells,CL:0000000,Glandular Cells,10. Goblet cells,CL:0000150,CL:0000160,glandular epithelial cell,goblet cell,goblet cell,cell,-1,0,0,3
1044,1044,1044,1044,3,Lung,0.25,"TFF3,TMPRSS11E,GENE52,PHGR1,BSND,FOXI1,HEPACAM2,ATP6V1B1,STAC2,MFSD6L,ASCL3,GENE83",Ionocyte,ionocyte,CL:0005006,Goblet cells,CL:0000160,Goblet cells,CL:0000160,Salivary Gland Cells,11. Intercalated cells,CL:0009005,CL:0005010,salivary gland cell,renal intercalated cell,goblet cell,goblet cell,-1,-1,-1,-1
1045,1045,1045,1045,3,Lung,0.25,"GENE58,PCSK1N,EGR1,FAM46A,PRDX2,CHGA,SEC11C,SCGN,CPE,BEX1,NENF,GENE2",Neuroendocrine,neuroendocrine cell,CL:0000165,Endocrine cells,CL:0000163,Neuroendocrine cells,CL:0000165,Neuronal Cells,12. Enteroendocrine cells,CL:0000006,CL:0000164,neuronal receptor cell,enteroendocrine cell,endocrine cell,neuroendocrine cell,-1,2,1,0
1046,1046,1046,1046,3,Lung,0.25,"TCN1,GENE47,LPO,PHB,LYZ,TESC,ZG16B,PRR4,GENE43,PRB3,PRH2,PRB4",Serous,serous secreting cell,CL:0000313,Glandular cells,CL:0000150,Respiratory epithelial cells,CL:0002368,Salivary Gland Cells,13. Salivary gland cells,CL:0009005,CL:0009005,salivary gland cell,salivary gland cell,glandular epithelial cell,respiratory epithelial cell,-1,-1,-1,-1
1047,1047,1047,1047,3,Lung,0.25,"C1QB,LYZ,FCER1G,C1QA,LAPTM5,GENE87,AIF1,GENE29,C1QC,HLA-DRB1,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,Monocytes/Macrophages,CL:0000235,Macrophages,CL:0000235,Macrophages,14. Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,macrophage,macrophage,0,0,0,0
1048,1048,1048,1048,3,Lung,0.25,"GNLY,GZMB,CTSW,GENE90,CST7,CD7,CCL5,NKG7,GZMA,CCL4,GENE99,PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,Cytotoxic T cells or NK cells,CL:0000910,Cytotoxic T cells,CL:0000910,Cytotoxic T Cells,15. Cytotoxic T cells,CL:0000910,CL:0000910,cytotoxic t cell,cytotoxic t cell,cytotoxic T cell,cytotoxic t cell,-1,-1,-1,-1
1049,1049,1049,1049,3,Lung,0.25,"GENE1,S100A14,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE37,SFTPD,NAPSA,MUC1,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,Alveolar type II cells,CL:0002063,Type II pneumocytes,GO:0060510,Lung Epithelial Cells,16. Alveolar cells,CL:0000082,CL:0000583,epithelial cell of lung,alveolar macrophage,pulmonary alveolar type 2 cell,type II pneumocyte differentiation,2,-1,0,-1
1050,1050,1050,1050,3,Lung,0.25,"CLEC14A,ACKR1,MGP,RAMP3,RAMP2,GENE69,IGFBP7,VWF,GNG11,GENE46,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,Endothelial cells,CL:0000115,Endothelial Cells,CL:0000115,Endothelial Cells,17. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,3,3,3,3
1051,1051,1051,1051,3,Lung,0.25,"CD2,GENE26,CD3D,IL32,CD69,CCL5,TRAC,CXCR4,CD3E,TRBC2,GENE64,CORO1A",T cell lineage,T cell,CL:0000084,T cells,CL:0000084,T Cells,CL:0000084,T Cells,18. T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,0,0,0,0
1052,1052,1052,1052,3,Lung,0.25,"GENE62,CLEC14A,TM4SF1,CLDN5,IFI27,SOX17,A2M,CRIP2,PECAM1,GENE43,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,Endothelial cells,CL:0000115,"Endothelial Cells, Stem Cells",CL:0000134,Endothelial Cells,19. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,mesenchymal stem cell,3,3,3,6
1053,1053,1053,1053,3,Lung,0.25,"CALD1,LUM,C1S,GENE72,BGN,MGP,IGFBP7,COL6A1,DCN,COL1A2,SPARC,GENE73",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,"Fibroblasts, Extracellular Matrix Components",CL:0000327,Fibroblasts,20. Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,extracellular matrix secreting cell,0,0,0,-1
1054,1054,1054,1054,3,Lung,0.25,"GENE58,GENE15,AGER,EMP2,FXYD3,SFTA2,CEACAM6,ADIRF,CAV1,KRT7,HOPX,TSPAN13",AT1,type I pneumocyte,CL:0002062,Alveolar epithelial cells,CL:0000322,"Alveolar Type II Cells, Clara Cells",CL:0002063,Alveolar Cells,21. Pneumocytes,CL:0000583,CL:0000322,alveolar macrophage,pulmonary alveolar epithelial cell,pulmonary alveolar epithelial cell,pulmonary alveolar type 2 cell,-1,1,1,-1
1055,1055,1055,1055,3,Lung,0.25,"RP11-356K23.1,GENE52,C12orf75,GSTA1,CD24,FAM229B,GENE37,TMEM231,RP11-295M3.4,C11orf97,C5orf49,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Hepatocytes,CL:0000182,Immune Cells,CL:0000738,Liver Cells,22. Mammary epithelial cells,CL:2000055,CL:0002327,liver dendritic cell,mammary gland epithelial cell,hepatocyte,leukocyte,-1,-1,-1,-1
1056,1056,1056,1056,3,Lung,0.25,"GENE1,LTB,MS4A1,GENE78,IGHA1,IGLC2,CD79A,TSC22D3,IGKC,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,B cells,CL:0000236,B Cells,CL:0000236,B Cells,23. B cells,CL:0000236,CL:0000236,b cell,b cell,b cell,b cell,0,0,0,0
1057,1057,1057,1057,3,Lung,0.25,"CXCL17,GENE22,KRT7,BPIFB1,CEACAM6,TACSTD2,GENE4,PIGR,MUC1,WFDC2,CP,KRT19",Secretory,secretory cell,CL:0000151,Ciliated epithelial cells,CL:0000067,Neutrophils,CL:0000775,Goblet Cells,24. Mucosal cells,CL:0000160,CL:0000485,goblet cell,mucosal type mast cell,ciliated epithelial cell,neutrophil,-1,-1,-1,-1
1058,1058,1058,1058,3,Lung,0.25,"CD14,S100A9,S100A8,FCER1G,COTL1,LST1,AIF1,VCAN,S100A12,GENE14,FCN1,GENE23",Monocytes,monocyte,CL:0000576,Myeloid cells,CL:0000763,Macrophages,CL:0000235,Monocytes,25. Monocytes,CL:0000576,CL:0000576,monocyte,monocyte,myeloid cell,macrophage,0,0,2,2
1059,1059,1059,1059,3,Lung,0.25,"TCN1,SELM,MARCKSL1,LTF,ZG16B,GENE71,PIP,PIGR,CCL28,GENE23,SEC11C,AZGP1",Submucosal Secretory,,,Secretory cells,CL:0000151,Immune Cells,CL:0000738,Paneth cell,1. Epithelial cells,CL:0000510,CL:0000066,paneth cell,epithelial cell,secretory cell,leukocyte,-1,-1,-1,-1
1060,1060,1060,1060,3,Lung,0.25,"CLEC14A,TM4SF1,CLDN5,AQP1,CDH5,GENE37,IFI27,GENE56,PECAM1,SPARCL1,EGFL7,HYAL2",EC capillary,capillary endothelial cell,CL:0002144,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial cell,2. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,2,2,2,2
1061,1061,1061,1061,3,Lung,0.25,"SDPR,TM4SF1,CLDN5,GENE3,CCL21,RAMP2,ECSCR,GENE36,IGFBP7,MMRN1,GNG11,PPFIBP1",Lymphatic EC mature,,,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Lymphatic endothelial cell,3. Endothelial cells,CL:0002138,CL:0000115,endothelial cell of lymphatic vessel,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1
1062,1062,1062,1062,3,Lung,0.25,"TFF3,SDPR,AKAP12,GENE1,CLDN5,TCF4,GENE35,CCL21,IGFBP7,GNG11,TIMP3,TFPI",Lymphatic EC differentiating,,,Endothelial cells,CL:0000115,Club cells,CL:0000158,Goblet cell,4. Endothelial cells,CL:0000160,CL:0000115,goblet cell,endothelial cell,endothelial cell,club cell,-1,-1,-1,-1
1063,1063,1063,1063,3,Lung,0.25,"HLA-DQB1,GENE30,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,HLA-DPB1,HLA-DRB1,GENE75,HLA-DMA,CORO1A,MS4A6A",Dendritic cells,dendritic cell,CL:0000451,Macrophages,CL:0000235,Dendritic cells,CL:0000451,B cell,5. Dendritic cells,CL:0000236,CL:0000451,b cell,dendritic cell,macrophage,dendritic cell,-1,0,-1,0
1064,1064,1064,1064,3,Lung,0.25,"CALD1,TPM2,CYR61,GENE41,GENE25,MT1X,CTGF,GPX3,IGFBP5,SPARCL1,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,Smooth muscle cells,CL:0000192,Smooth muscle cells,CL:0000192,Smooth muscle cell,6. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,smooth muscle cell,-1,-1,-1,-1
1065,1065,1065,1065,3,Lung,0.25,"KIT,GENE7,VWA5A,C1orf186,CPA3,HPGDS,GENE12,MS4A2,TPSB2,TPSAB1,RGS13,GATA2",Mast cells,mast cell,CL:0000097,Mast cells,CL:0000097,Mast cells,CL:0000097,Mast cell,7. Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,0,0,0,0
1066,1066,1066,1066,3,Lung,0.25,"GENE22,TPM2,PLN,LMOD1,GENE69,IGFBP7,FLNA,ACTG2,SELM,PPP1R14A,DES,NEXN",Fibromyocytes,,,Smooth muscle cells,CL:0000192,Smooth muscle cells,CL:0000192,Smooth muscle cell,8. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,smooth muscle cell,-1,-1,-1,-1
1067,1067,1067,1067,3,Lung,0.25,"S100A16,EID1,ECSCR,GENE90,MARCKS,TUBB,ARPC1A,HMGN1,GENE43,LSM2,COX20,HMGN2",Lymphatic EC proliferating,,,Epithelial cells,CL:0000066,Fibroblasts,CL:0000057,Fibroblast,9. Epithelial cells,CL:0000057,CL:0000066,fibroblast,epithelial cell,epithelial cell,fibroblast,-1,-1,-1,-1
1068,1068,1068,1068,3,Lung,0.25,"GENE1,FBXL7,GENE19,LDB2,TSHZ2,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Neurons,10. Endothelial cells,CL:0000540,CL:0000115,neuron,endothelial cell,fibroblast,fibroblast,10,2,8,8
1069,1069,1069,1069,3,Lung,0.25,"GENE63,LMO7,RAB11FIP1,EMP2,GENE14,NCKAP5,RBMS3,NTM,KHDRBS2,LIMCH1,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,Fibroblasts,CL:0000057,Transitional cells,CL:0000244,Dermal fibroblast,11. Epithelial cells,CL:0002482,CL:0000066,dermal melanocyte,epithelial cell,fibroblast,transitional epithelial cell,-1,3,9,-1
1070,1070,1070,1070,3,Lung,0.25,"MACROD2,AUTS2,ZNF385B,SFTPC,ABCA3,ANK3,SFTPB,GENE38,GENE20,PDE4D,LRRK2,ERBB4",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,Type 2 Alveolar Epithelial Cells,CL:0002063,Type II alveolar cells,CL:0002063,Alveolar type II cell,12. Alveolar type II cells,CL:0002063,CL:0002063,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,0,0,0,0
1071,1071,1071,1071,3,Lung,0.25,"MACROD2,GLIS3,SSBP2,GENE25,EYA2,GENE88,XPR1,RBMS3,KRT17,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,Ciliated Cells,CL:0000064,Type II alveolar cells,CL:0002063,Basal cell,13. Epithelial cells,CL:0000646,CL:0000066,basal cell,epithelial cell,ciliated cell,pulmonary alveolar type 2 cell,0,17,-1,-1
1072,1072,1072,1072,3,Lung,0.25,"TMEM232,DNAH12,CFAP54,DNAH7,STK33,HYDIN,GENE25,GENE95,CDHR3,LRRIQ1,AGBL4,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,Ciliated Cells,CL:0000064,Ciliated epithelial cells,CL:0000067,Spermatid,14. Ciliated epithelial cells,CL:0000018,CL:0000067,spermatid,ciliated epithelial cell,ciliated cell,ciliated epithelial cell,-1,0,1,0
1073,1073,1073,1073,3,Lung,0.25,"NEDD4L,MACROD2,SCGB3A2,CDK14,MECOM,BMPR1B,KIAA1217,SFTPB,GENE81,GENE97,ERBB4,KIAA1324",Epithelial cell (club),club cell,CL:0000158,Club Cells,CL:0000158,Clara cells,CL:0000158,Alveolar type II cell,15. Alveolar type II cells,CL:0002063,CL:0002063,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,club cell,club cell,-1,-1,0,0
1074,1074,1074,1074,3,Lung,0.25,"PDK1,GENE99,FBXW7,ARHGAP15,PLCG2,ST6GAL1,CREB3L2,GENE77,FCHSD2,RALGPS2,DENND5B,MEF2C",Immune (B cell),B cell,CL:0000236,Fibroblasts,CL:0000057,Inflammatory cells,CL:0009002,T cell,16. B cells,CL:0000084,CL:0000236,t cell,b cell,fibroblast,inflammatory cell,-1,0,-1,-1
1075,1075,1075,1075,3,Lung,0.25,"GENE82,GENE47,PIP4K2A,B2M,FYN,SKAP1,ARHGAP15,PRKCH,KLRD1,PARP8,AOAH,CD247",Immune (NK cell),natural killer cell,CL:0000623,T Lymphocytes,CL:0000084,Immune cells,CL:0000738,Natural killer T cell,17. T cells,CL:0000623,CL:0000084,natural killer cell,t cell,T cell,leukocyte,0,-1,-1,4
1076,1076,1076,1076,3,Lung,0.25,"GENE54,FYN,FKBP5,GENE40,BCL2,PTPRC,SYTL3,ARHGAP15,PARP8,THEMIS,ITK,SKAP1",Immune (T cell),T cell,CL:0000084,T Lymphocytes,CL:0000084,Immune cells,CL:0000738,T cell,18. T cells,CL:0000084,CL:0000084,t cell,t cell,T cell,leukocyte,0,0,0,3
1077,1077,1077,1077,3,Lung,0.25,"ZEB2,DOCK8,GENE9,FMNL2,GPCPD1,SLC11A1,PPARG,GENE33,RNF149,TFRC,PLXDC2,MSR1",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,Macrophages,CL:0000235,Mast cells,CL:0000097,Macrophage,19. Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,macrophage,mast cell,2,2,2,-1
1078,1078,1078,1078,3,Lung,0.25,"KIT,SAMSN1,IL18R1,FER,GENE87,TPSB2,SLC24A3,SRGN,SYTL3,ARHGAP15,TPSAB1,GENE31",Immune (mast cell),mast cell,CL:0000097,Mast Cells,CL:0000097,Endothelial cells,CL:0000115,Mast cell,20. Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,endothelial cell,0,0,0,-1
1079,1079,1079,1079,3,Lung,0.25,"GENE9,CALD1,INPP4B,CACNA1C,TPM1,GENE71,PRKG1,ACTA2,DMD,EBF1,LPP,MYH11",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",Smooth Muscle Cells,CL:0000192,Smooth muscle cells,CL:0000192,Smooth muscle cell,21. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,smooth muscle cell,-1,-1,-1,-1
1080,1080,1080,1080,3,Lung,0.25,"PTPRB,PTPRM,TCF4,LDB2,GENE60,ST6GALNAC3,TIMP3,PECAM1,CALCRL,EPAS1,EGFL7,GENE23",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,Endothelial cells,CL:0000115,Endothelial Cells,CL:0000115,Endothelial cell,22. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,1,1,1,1
1081,1081,1081,1081,3,Lung,0.25,"LAMA2,PLEKHH2,ROBO2,LSAMP,RBMS3,PRKG1,ARHGAP6,RORA,GENE23,SLIT2,PLXDC2,GENE55",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Neurons,23. Epithelial cells,CL:0000540,CL:0000066,neuron,epithelial cell,fibroblast,fibroblast,10,14,0,0
1082,1082,1082,1082,3,Lung,0.25,"TBXAS1,ZEB2,FKBP5,GENE68,CD74,PIK3R5,CHST11,SRGN,PLXDC2,GENE20,SLC8A1,CTSB",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",Dendritic cells,CL:0000451,Macrophages,CL:0000235,Macrophage,24. Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,dendritic cell,macrophage,-1,-1,-1,-1
1083,1083,1083,1083,3,Lung,0.25,"PLIN2,GHR,ADIPOQ,LPIN1,PPARG,GENE98,GENE70,PLIN1,FOXO1,EBF1,G0S2,ACSL1",Adipocyte,fat cell,CL:0000136,Adipocytes,CL:0000136,Adipocytes,CL:0000136,Adipocyte,25. Adipocytes,CL:0000136,CL:0000136,adipocyte,adipocyte,adipocyte,adipocyte,0,0,0,0
1084,1084,1084,1084,3,Lung,0.25,"GENE8,AGER,EMP2,CAV1,PDPN,HOPX",Alveolar Type I,type I pneumocyte,CL:0002062,Type I alveolar cells,CL:0002062,Mesenchymal Stem Cells,CL:0000134,Alveolar type 1 cells,1. Alveolar Epithelial Cells,CL:0002062,CL:0000322,pulmonary alveolar type 1 cell,pulmonary alveolar epithelial cell,pulmonary alveolar type 1 cell,mesenchymal stem cell,0,1,0,10
1085,1085,1085,1085,3,Lung,0.25,"NKX2-1,SLC34A2,LAMP3,SFTPC,SFTPB,GENE97",Alveolar Type II,type II pneumocyte,CL:0002063,Type II alveolar cells,CL:0002063,Type II Alveolar Cells,CL:0002063,Alveolar type 2 cells,2. Type II Pneumocytes,CL:0002063,GO:0060510,pulmonary alveolar type 2 cell,type II pneumocyte differentiation,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,0,-1,0,0
1086,1086,1086,1086,3,Lung,0.25,"CD24,CXCR3,CD1c,FAS,GENE53,CR2",B cell_memory,memory B cell,CL:0000787,B cells,CL:0000236,Dendritic Cells,CL:0000451,B cells,3. Dendritic Cells,CL:0000236,CL:0000451,b cell,dendritic cell,b cell,dendritic cell,3,-1,3,-1
1087,1087,1087,1087,3,Lung,0.25,"GENE35,TUBA1A,HYDIN,FAM92B,FOXJ1,DNAH5,DNAI1,DNAI2,CDHR3,GENE99",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,Ciliated epithelial cells,CL:0000067,Ciliated Epithelial Cells,CL:0000067,Ciliated cells,4. Ciliated Epithelial Cells,CL:0000064,CL:0000067,ciliated cell,ciliated epithelial cell,ciliated epithelial cell,ciliated epithelial cell,1,0,0,0
1088,1088,1088,1088,3,Lung,0.25,"SCGB3A2,SCGB1A1,BPIFA1,SCGB3A1,GENE6,SLPI,MUC5B,CYP2F2",Club Epithelial,club cell,CL:0000158,Club cells,CL:0000158,Clara Cells,CL:0000158,Club cells,5. Club Cells,CL:0000158,CL:0000158,club cell,club cell,club cell,club cell,0,0,0,0
1089,1089,1089,1089,3,Lung,0.25,"GENE8,GENE86,NEGR1,COL4A1,GENE82,COL5A1,COL1A1,IGFBP5,FBN1,VIM,COL5A2,IL33,GENE6,HGF,COL18A1,COL6A3,FBLN1,GENE29,DCN,SLIT2,FN1,DDR2,CCN2,IGFBP3,COL6A6,IL6,COL3A1,COL6A1,COL1A2,COL6A2,GENE99",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Unknown Cells,CL:0000000,Fibroblasts,6. Dermal Fibroblasts,CL:0000057,CL:0002482,fibroblast,dermal melanocyte,fibroblast,cell,0,-1,0,3
1090,1090,1090,1090,3,Lung,0.25,"RELN,FLT4,GENE3,CCL21,MMRN1,PROX1,LYVE1",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,Lymphatic Endothelial Cells,CL:0002138,Lymphatic endothelial cells,CL:0002138,Lymphatic endothelial cells,7. Lymphatic Endothelial Cells,CL:0002138,CL:0002138,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,0,0,0,0
1091,1091,1091,1091,3,Lung,0.25,"LYZ,GENE61,C1QA,PTPRC,LYVE1,CD68,MSR1,SLC11A1,MERTK,CPM,GENE6,CD163,MS4A6A,RBPJ,MS4A4A,CD74,CD36,GENE4,GENE59,MR1,CSF1R,GENE92,MRC1",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,Macrophages,CL:0000235,Macrophages,8. Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,macrophage,macrophage,0,0,0,0
1092,1092,1092,1092,3,Lung,0.25,"KIT,HDC,TPSB2,CD69,FCER1A,GENE81,TPSAB1",Mast Cell,mast cell,CL:0000097,Mast Cells,CL:0000097,Mast cells,CL:0000097,Mast cells,9. Mast Cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,0,0,0,0
1093,1093,1093,1093,3,Lung,0.25,"MYO1B,CSPG4,GENE10,MCAM,GENE84,ACTA2,ANPEP,DES,PDGFRB",Pericyte,pericyte,CL:0000669,Fibroblasts,CL:0000057,Vascular smooth muscle cells,CL:0000359,Myofibroblasts,10. Myofibroblasts,CL:0000186,CL:0000186,myofibroblast cell,myofibroblast cell,fibroblast,vascular associated smooth muscle cell,-1,-1,10,-1
1094,1094,1094,1094,3,Lung,0.25,"CNN1,GENE82,MYOCD,GENE73,ACTN1,GENE35,GUCY1B3,SMTN,ACTA2,ACTG2,PALLD,VCL,MYL9,GUCY1A3,MYH11,DES,TAGLN",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth Muscle Cells,CL:0000192,Cardiac fibroblasts,CL:0002548,Smooth muscle cells,11. Vascular Smooth Muscle Cells,CL:0000192,CL:0000359,smooth muscle cell,vascular associated smooth muscle cell,smooth muscle cell,fibroblast of cardiac tissue,0,-1,0,-1
1095,1095,1095,1095,3,Lung,0.25,"TRBC1,CD3D,CD3G,GENE56,GENE17,CD69,PTPRC,CD247,NKG7,CD96,IL7R,TRAC,CD3E,GENE4,THEMIS,SKAP1",T cell,T cell,CL:0000084,T Cells,CL:0000084,T cells,CL:0000084,T cells,12. T Cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,0,0,0,0
1096,1096,1096,1096,3,Lung,0.25,"PTPRB,GENE39,CLDN5,NOSTRIN,LDB2,RAMP3,VWF,GENE29,EPHB4,PECAM1,BACE2,CD300LG",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,Endothelial Cells,CL:0000115,Endothelial cells,CL:0000115,Venous endothelial cells,13. Endothelial Cells,CL:0002543,CL:0000115,vein endothelial cell,endothelial cell,endothelial cell,endothelial cell,-1,1,1,1
1097,1097,1097,1097,3,Lung,0.25,"NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,Alveolar Type II Cells,CL:0002063,Alveolar type II cells,CL:0002063,Type two pneumocytes,14. Type II Pneumocytes,GO:0060509,GO:0060510,type I pneumocyte differentiation,type II pneumocyte differentiation,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,-1,-1,0,0
1098,1098,1098,1098,3,Lung,0.25,"IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM",neutrophil,neutrophil,CL:0000775,Neutrophils,CL:0000775,Neutrophils,CL:0000775,Neutrophils,15. Neutrophils,CL:0000775,CL:0000775,neutrophil,neutrophil,neutrophil,neutrophil,0,0,0,0
