,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation
288,288,288,288,Lung,1,0.75,"TMPRSS11E,MFSD6L,FOXI1,ASCL3,STAC2,ATP6V1B1,TFF3",Ionocyte,ionocyte,CL:0005006,epithelial cell,Ionocyte,"Ciliated, Basal, Proximal Basal, Ionocyte, Proximal Ciliated, Differentiating Basal, Proliferating Basal, Goblet, Lymphatic, Adventitial Fibroblast, Mesothelial, Macrophage, Proliferating Macrophage, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, TREM2+ Dendritic",Ionocyte,"Ciliated, Neuroendocrine, Natural Killer T, Alveolar Epithelial Type 1, Lipofibroblast, Myeloid Dendritic Type 2"
289,289,289,289,Lung,1,0.75,"PCSK1N,FAM46A,SCGN,SEC11C,CPE,PRDX2,CHGA",Neuroendocrine,neuroendocrine cell,CL:0000165,epithelial cell,Neuroendocrine,"Ciliated, Ionocyte, Neuroendocrine, Myofibroblast, Fibromyocyte, Serous, Ionocyte, Neuroendocrine, Artery, Plasma, Plasmacytoid Dendritic, Vein, Airway Smooth Muscle, Vascular Smooth Muscle, Adventitial Fibroblast, Macrophage, Proliferating Macrophage",Neuroendocrine,"Platelet/Megakaryocyte, Macrophage, Natural Killer, Alveolar Epithelial Type 1, Dendritic"
290,290,290,290,Lung,1,0.75,"TCN1,TESC,PHB,PRH2,PRB3,LYZ,PRB4",Serous,serous secreting cell,CL:0000313,secretory cell,Serous,Serous,Serous,Macrophage
291,291,291,291,Lung,1,0.75,"C1QB,HLA-DRB1,FCER1G,CTSZ,AIF1,LAPTM5,C1QA",Macrophages,macrophage,CL:0000235,macrophage/monocyte,"Macrophage, Myeloid Dendritic Type 2, Classical Monocyte, Nonclassical Monocyte","Macrophage, Dendritic Cells",Macrophage,Macrophage
292,292,292,292,Lung,1,0.75,"GZMA,GNLY,CD7,CST7,GZMB,NKG7,CCL4",Innate lymphoid cell NK,natural killer cell,CL:0000623,t/nk cell,"Natural Killer, CD8+ Naive T","Natural Killer, T Cells",Natural Killer,CD8+ Memory/Effector T
293,293,293,293,Lung,1,0.75,"S100A14,NAPSA,SFTA3,CYB5A,SLC34A2,SLC39A8,SFTPD",AT2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Epithelial Type 2,"Alveolar Epithelial Type 1, Alveolar Epithelial Type 2",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2
294,294,294,294,Lung,1,0.75,"GNG11,IGFBP7,ACKR1,CLEC14A,SPARCL1,RAMP2,RAMP3",EC venous,vein endothelial cell,CL:0002543,endothelial cell,"Capillary Aerocyte, Bronchial Vessel","Lymphatic, Bronchial Vessel 1, Artery",Bronchial Vessel 1,Bronchial Vessel 1
295,295,295,295,Lung,1,0.75,"CORO1A,CD3E,CD69,CD3D,CD2,TRBC2,CCL5",T cell lineage,T cell,CL:0000084,t/nk cell,"CD8+ Memory/Effector T, Natural Killer T",T Cells,CD8+ Memory/Effector T,CD4+ Memory/Effector T
296,296,296,296,Lung,1,0.75,"IFI27,SOX17,PECAM1,CRIP2,A2M,TM4SF1,CLEC14A",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell,"Artery, Capillary Intermediate","Artery, Bronchial Vessel 1, Alveolar Epithelial Type 1, Macrophage",Alveolar Fibroblast,Alveolar Epithelial Type 1
297,297,297,297,Lung,1,0.75,"CALD1,MGP,COL6A1,IGFBP7,LUM,COL1A2,C1S",Fibroblasts,fibroblast,CL:0000057,fibroblast,"Myofibroblast, Alveolar Fibroblast","Vascular Smooth Muscle, Artery, Adventitial Fibroblast, Alveolar Fibroblast",Adventitial Fibroblast,Alveolar Fibroblast
298,298,298,298,Lung,1,0.75,"SFTA2,HOPX,FXYD3,CAV1,TSPAN13,KRT7,EMP2",AT1,type I pneumocyte,CL:0002062,epithelial cell,"Alveolar Epithelial Type 1, Alveolar Epithelial Type 2","Alveolar Epithelial Type 1, Vascular Smooth Muscle, Ciliated",Alveolar Epithelial Type 1,Capillary
299,299,299,299,Lung,1,0.75,"RP11-295M3.4,C11orf97,C12orf75,SNTN,C5orf49,GSTA1,TMEM231",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cell,"Ciliated, Proximal Ciliated","Ciliated, Platelet/Megakaryocyte",Ciliated,Natural Killer T
300,300,300,300,Lung,1,0.75,"MS4A1,CD37,TSC22D3,ISG20,CD79A,LTB,CORO1A",B cell lineage,B cell,CL:0000236,b cell,B,"B, Plasma, Natural Killer T, CD4+ Memory/Effector T",B,B cell
301,301,301,301,Lung,1,0.75,"CXCL17,WFDC2,PIGR,KRT19,MUC1,CEACAM6,KRT7",Secretory,secretory cell,CL:0000151,secretory cell,Goblet,"Club, Goblet, Mucous, Serous, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Platelet/Megakaryocyte","Goblet, Mucous","Goblet, Club"
302,302,302,302,Lung,1,0.75,"CD14,S100A9,LST1,FCER1G,S100A8,VCAN,FCN1",Monocytes,monocyte,CL:0000576,macrophage/monocyte,"Macrophage, Monocyte","Capillary, Capillary Intermediate 1, Vein, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte, Nonclassical Monocyte, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic",Classical Monocyte,"Monocyte, Macrophage"
303,303,303,303,Lung,1,0.75,"MARCKSL1,CCL28,PIP,TCN1,SEC11C,SELM,ZG16B",Submucosal Secretory,,,secretory cell,Serous,"Differentiating Basal, Goblet, Serous, Ionocyte, Neuroendocrine, Artery, Plasma, Plasmacytoid Dendritic",Serous,"Serous, Basal"
304,304,304,304,Lung,1,0.75,"HYAL2,CDH5,PECAM1,EGFL7,CLDN5,AQP1,CLEC14A",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell,Capillary,"Alveolar Epithelial Type 1, Capillary Aerocyte, Capillary, Capillary Intermediate 1, Capillary Intermediate 2, TREM2+ Dendritic, Platelet/Megakaryocyte",Capillary Aerocyte,"Endothelial, Capillary"
305,305,305,305,Lung,1,0.75,"SDPR,CLDN5,TM4SF1,RAMP2,PPFIBP1,IGFBP7,CCL21",Lymphatic EC mature,,,endothelial cell,"Plasma, Lymphatic","Club, Basal, Alveolar Epithelial Type 1, Capillary Aerocyte, Capillary Intermediate 1, Capillary Intermediate 2, Alveolar Fibroblast, Basophil/Mast 1, Basophil/Mast 2, Platelet/Megakaryocyte",Alveolar Epithelial Type 1,"Basophil/Mast, Ciliated"
306,306,306,306,Lung,1,0.75,"AKAP12,TFF3,IGFBP7,GNG11,SDPR,CCL21,TFPI",Lymphatic EC differentiating,,,endothelial cell,Capillary Aerocyte,"Capillary, Capillary Intermediate 1, Bronchial Vessel 2, Lymphatic, Airway Smooth Muscle, Adventitial Fibroblast, EREG+ Dendritic","Monocyte, Dendritic","Lymphatic, Dendritic"
307,307,307,307,Lung,1,0.75,"CORO1A,ITGB2,MS4A6A,HLA-DPA1,HLA-DQB1,GPR183,HLA-DMA",Dendritic cells,dendritic cell,CL:0000451,dendritic cell,"Myeloid Dendritic, T cell, NK cell","CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T, Myeloid Dendritic Type 2, TREM2+ Dendritic, Nonclassical Monocyte, Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary, Capillary Intermediate 1, Mesothelial, Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic",Macrophage,"Mucous, Capillary Aerocyte"
308,308,308,308,Lung,1,0.75,"GPX3,SPARCL1,MT1X,TPM2,CYR61,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell,Smooth Muscle,"Mucous, Neuroendocrine, Artery, Vein, Capillary Aerocyte, Capillary Intermediate 1, Pericyte, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Bronchial Vessel 1, Bronchial Vessel 2, Airway Smooth Muscle, Fibromyocyte",Basophil/Mast,"Basophil/Mast, Proliferating"
309,309,309,309,Lung,1,0.75,"CPA3,TPSB2,KIT,GATA2,VWA5A,RGS13,MS4A2",Mast cells,mast cell,CL:0000097,granulocyte,Mast Cells,"Basophil/Mast 1, Basophil/Mast 2, Ionocyte, Capillary, Capillary Intermediate 1, Proximal Ciliated, Alveolar Fibroblast",Basophil/Mast,"Basophil/Mast, Epithelial"
310,310,310,310,Lung,1,0.75,"LMOD1,ACTG2,PLN,PPP1R14A,NEXN,IGFBP7,FLNA",Fibromyocytes,,,muscle cell,"Alveolar Epithelial Type 1, Airway Smooth Muscle, Vascular Smooth Muscle, Platelet/Megakaryocyte","Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte",Airway Smooth Muscle,Airway Smooth Muscle
311,311,311,311,Lung,1,0.75,"HMGN1,COX20,S100A16,MARCKS,ECSCR,HMGN2,TUBB",Lymphatic EC proliferating,,,endothelial cell,"Basal, Proximal Basal, Differentiating Basal, Proliferating Basal, Goblet, Lymphatic, Plasma, Macrophage, Platelet/Megakaryocyte","Proximal Basal, Differentiating Basal, Proliferating Basal, Goblet, Ionocyte, Bronchial Vessel 1, Lymphatic, Myofibroblast, Mesothelial, Proliferating NK/T, Basophil/Mast 1, Basophil/Mast 2, Platelet/Megakaryocyte, Proliferating Macrophage, Plasmacytoid Dendritic, Myeloid Dendritic Type 2",Proliferating NK/T,Basal
312,312,312,312,Lung,1,0.75,"FBXL7,KALRN,ST6GALNAC3,PKHD1L1,PPFIBP1,LDB2,MMRN1",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,"Lymphatic, Alveolar Epithelial Type 1, Alveolar Fibroblast","Alveolar Epithelial Type 1, Myofibroblast, Adventitial Fibroblast, Basophil/Mast 1, Basophil/Mast 2, Lymphatic",Lymphatic,Basal
313,313,313,313,Lung,1,0.75,"LMO7,KHDRBS2,RBMS3,NTM,LIMCH1,RAB11FIP1,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,epithelial cell,"Alveolar Epithelial Type 1, Alveolar Epithelial Type 2","Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2, Vein, Alveolar Fibroblast",Alveolar Epithelial Type 1,Alveolar Epithelial Type 1
314,314,314,314,Lung,1,0.75,"SFTPC,SFTPB,MACROD2,AUTS2,LRRK2,PDE4D,ANK3",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,epithelial cell,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Plasma, Club, Basal, Proximal Basal, Proliferating Basal, Macrophage, Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2
315,315,315,315,Lung,1,0.75,"SSBP2,KRT17,FAF1,TP63,XPR1,MACROD2,RBMS3",Epithelial cell (basal),basal cell,CL:0000646,stem cell,"Basal, Proximal Basal, Differentiating Basal, Proliferating Basal, Platelet/Megakaryocyte","Basal, Proximal Basal, Platelet/Megakaryocyte",Basal,Basal
316,316,316,316,Lung,1,0.75,"STK33,HYDIN,CFAP54,C4orf22,LRRIQ1,DNAH7,CDHR3",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,epithelial cell,"Ciliated, Proximal Ciliated","Ciliated, Proximal Ciliated",Ciliated,Ciliated
317,317,317,317,Lung,1,0.75,"KIAA1324,MACROD2,KIAA1217,NEDD4L,MECOM,ERBB4,BMPR1B",Epithelial cell (club),club cell,CL:0000158,epithelial cell,"Club, Alveolar Epithelial Type 2, Capillary Intermediate 1","Club, Differentiating Basal, Goblet, Serous, Ionocyte, Neuroendocrine, Signaling Alveolar Epithelial Type 2, Alveolar Epithelial Type 1, Capillary, Capillary Intermediate 1",Signaling Alveolar Epithelial Type 2,Club
318,318,318,318,Lung,1,0.75,"PLCG2,MEF2C,RALGPS2,DENND5B,PDK1,FBXW7,CREB3L2",Immune (B cell),B cell,CL:0000236,b cell,"Ionocyte, B, Artery, Plasma, Platelet/Megakaryocyte","Ionocyte, Artery, B, Plasma, Platelet/Megakaryocyte, Capillary",B,Signaling Alveolar Epithelial Type 2
319,319,319,319,Lung,1,0.75,"SKAP1,B2M,KLRD1,FYN,PIP4K2A,PRKCH,ARHGAP15",Immune (NK cell),natural killer cell,CL:0000623,t/nk cell,"Natural Killer, CD8+ Naive T, CD8+ Memory/Effector T, CD4+ Memory/Effector T, Natural Killer T","CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T, Pericyte, Natural Killer, Platelet/Megakaryocyte",Natural Killer T,Signaling Alveolar Epithelial Type 2
320,320,320,320,Lung,1,0.75,"ARHGAP15,THEMIS,PARP8,SYTL3,SKAP1,FKBP5,PTPRC",Immune (T cell),T cell,CL:0000084,t/nk cell,"CD8+ Memory/Effector T, CD4+ Memory/Effector T, CD4+ Naive T","CD8+ Memory/Effector T, CD4+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Basophil/Mast 1, Basophil/Mast 2",T cell,Natural Killer T
321,321,321,321,Lung,1,0.75,"ZEB2,GPCPD1,PPARG,TFRC,FMNL2,PLXDC2,MSR1",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophage/monocyte,"Macrophage, TREM2+ Dendritic","Vascular Smooth Muscle, Macrophage, Proliferating Macrophage, TREM2+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte",Dendritic/Monocyte mixture,Macrophage
322,322,322,322,Lung,1,0.75,"TPSB2,KIT,SAMSN1,ARHGAP15,IL18R1,SRGN,SYTL3",Immune (mast cell),mast cell,CL:0000097,granulocyte,"Basophil/Mast, Basophil/Mast 2","Vascular Smooth Muscle, CD8+ Memory/Effector T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T, Basophil/Mast 1, Basophil/Mast 2",Basophil/Mast,Basophil/Mast 1
323,323,323,323,Lung,1,0.75,"CACNA1C,MYH11,CALD1,EBF1,DMD,PRKG1,INPP4B",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192","pericyte,muscle cell","Vascular Smooth Muscle, Pericyte","Vascular Smooth Muscle, Pericyte, Basal, Proliferating Basal, Neuroendocrine",Smooth Muscle,Vascular Smooth Muscle
324,324,324,324,Lung,1,0.75,"CALCRL,EGFL7,PTPRM,TIMP3,ST6GALNAC3,LDB2,PTPRB",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell,"Capillary, Capillary Intermediate 1","Artery, Vein, Capillary, Vascular Smooth Muscle, Signaling Alveolar Epithelial Type 2, Neuroendocrine, Platelet/Megakaryocyte",Capillary,Capillary Intermediate 1
325,325,325,325,Lung,1,0.75,"ARHGAP6,LAMA2,SLIT2,LSAMP,PLXDC2,PLEKHH2,RBMS3",Fibroblast,fibroblast,CL:0000057,fibroblast,"Capillary Intermediate 1, Pericyte","Capillary Intermediate 1, Pericyte, Adventitial Fibroblast, Alveolar Fibroblast, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, Ionocyte, Neuroendocrine, Artery",Pericyte,Alveolar Epithelial Type 1
326,326,326,326,Lung,1,0.75,"ZEB2,CTSB,CD74,PIK3R5,PLXDC2,SRGN,SLC8A1",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235","dendritic cell,macrophage/monocyte","Macrophage, TREM2+ Dendritic","Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, Macrophage, Proliferating Macrophage, Plasmacytoid Dendritic, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic",Monocyte/Dendritic mixture,Ciliated
327,327,327,327,Lung,1,0.75,"LPIN1,G0S2,ACSL1,ADIPOQ,PLIN1,PLIN2,PPARG",Adipocyte,fat cell,CL:0000136,fat cell,"Lipofibroblast, Adipocyte, Classical Monocyte","Ciliated, Neuroendocrine, CD4+ Memory/Effector T, Natural Killer T, Alveolar Fibroblast, Lipofibroblast, Ionocyte, Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte",Macrophage,Alveolar Fibroblast
328,328,328,328,Lung,1,0.75,"HOPX,EMP2,CAV1",Alveolar Type I,type I pneumocyte,CL:0002062,epithelial cell,"Alveolar Epithelial Type 1, Capillary Aerocyte","Club, Alveolar Epithelial Type 1, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 1, Vascular Smooth Muscle, Fibromyocyte, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T",Alveolar Epithelial,Signaling Alveolar Epithelial Type 2
329,329,329,329,Lung,1,0.75,"SFTPB,LAMP3,SLC34A2",Alveolar Type II,type II pneumocyte,CL:0002063,epithelial cell,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2
330,330,330,330,Lung,1,0.75,"CR2,CD24,FAS",B cell_memory,memory B cell,CL:0000787,b cell,B cell,"B, Nonclassical Monocyte",B,Natural Killer T
331,331,331,331,Lung,1,0.75,"CDHR3,DNAI2,DNAI1,TUBA1A,FAM92B,FOXJ1",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,epithelial cell,Ciliated,"Ciliated, Proximal Ciliated",Ciliated,Ciliated
332,332,332,332,Lung,1,0.75,"CYP2F2,SCGB3A2,BPIFA1,SLPI,SCGB1A1",Club Epithelial,club cell,CL:0000158,epithelial cell,"Club, Goblet, Mucous","Mucous, Serous, Club",Club,Club
333,333,333,333,Lung,1,0.75,"IGFBP3,COL5A2,IL6,CCN2,VIM,COL6A6,FBN1,HGF,DDR2,COL3A1,IL33,COL5A1,COL18A1,COL1A1,SLIT2,IGFBP5,NEGR1,COL4A1",Fibroblast,fibroblast,CL:0000057,fibroblast,Myofibroblast,"Artery, Myofibroblast, Macrophage, Club",Myofibroblast,Basal
334,334,334,334,Lung,1,0.75,"FLT4,MMRN1,LYVE1,CCL21",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic,"Lymphatic, Vein",Lymphatic,Lymphatic
335,335,335,335,Lung,1,0.75,"CD36,MS4A6A,PTPRC,C1QA,MRC1,MS4A4A,CD68,MS4A6A,LYVE1,MR1,LYZ,RBPJ,CSF1R,MERTK,CD163",Macrophage,macrophage,CL:0000235,macrophage/monocyte,Macrophage,"Vascular Smooth Muscle, Proliferating Macrophage, Platelet/Megakaryocyte, Classical Monocyte",Classical Monocyte,Plasmacytoid Dendritic
336,336,336,336,Lung,1,0.75,"FCER1A,TPSB2,HDC,KIT",Mast Cell,mast cell,CL:0000097,granulocyte,Basophil/Mast,"Basophil/Mast 1, Basophil/Mast 2",Basophil/Mast Cell,Fibromyocyte
337,337,337,337,Lung,1,0.75,"ACTA2,CSPG4,PDGFRB,PDGFRB,MYO1B,DES",Pericyte,pericyte,CL:0000669,pericyte,Smooth Muscle,"Airway Smooth Muscle, Pericyte",Pericyte,Vascular Smooth Muscle
338,338,338,338,Lung,1,0.75,"MYOCD,MYL9,TAGLN,ACTA2,PALLD,DES,VCL,SMTN,ACTG2,CNN1",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,Smooth Muscle,"Airway Smooth Muscle, Vascular Smooth Muscle, Ciliated, Fibromyocyte",Vascular Smooth Muscle,Airway Smooth Muscle
339,339,339,339,Lung,1,0.75,"PTPRC,CD3D,CD3E,TRAC,TRBC1,NKG7,CD96,THEMIS,CD3G",T cell,T cell,CL:0000084,t/nk cell,T Cell,"CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T",T,CD8+ Memory/Effector T
340,340,340,340,Lung,1,0.75,"BACE2,CD300LG,VWF,PECAM1,EPHB4,NOSTRIN,CLDN5",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell,"Macrophage, Proliferating Macrophage, Intermediate Monocyte","Macrophage, Bronchial Vessel 1, Vein, Capillary Aerocyte, Signaling Alveolar Epithelial Type 2","Mixture of multiple cell types including Ciliated, Vein, Capillary, Macrophage, Monocyte","Bronchial Vessel 1, Capillary, Vascular Smooth Muscle, Vein, Classical Monocyte"
341,341,341,341,Lung,1,0.75,"HOPX,MUC1,SFTPB,SFTPA1,SFTA2,PGC,SFTPD",type ii pneumocyte,type II pneumocyte,CL:0002063,epithelial cell,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Club, Alveolar Epithelial Type 1, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2",Alveolar Epithelial Type 1 and Alveolar Epithelial Type 2,"Club, Alveolar Epithelial Type 1, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2"
342,342,342,342,Lung,1,0.75,"CXCR2,MMP25,S100A12,MGAM,FCGR3B,MTND5P32,PROK2",neutrophil,neutrophil,CL:0000775,granulocyte,Classical Monocyte,"Natural Killer, Classical Monocyte, Nonclassical Monocyte",Classical Monocyte and OLR1+ Classical Monocyte,"Classical Monocyte, Mucous, Ciliated, Bronchial Vessel 1, Lymphatic, MMP25"
343,343,343,343,Lung,1,0.75,"CD3E,CD3G,IL32,IL7R,CD3D,CD69,TRAC","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,T Cell,"CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T",CD8+ and CD4+ T cells,"CD8+ Naive T, CD4+ Memory/Effector T, CD8+ Memory/Effector T, T-cell"
344,344,344,344,Lung,1,0.75,"GNLY,CD3E,NKG7,CCL4,GZMA,KLRD1,IL32","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,"CD8+ Memory/Effector T, Natural Killer, Proliferating NK/T","CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T",Natural Killer T and CD8+ T cells,"Natural Killer, CD8+ Naive T, CD4+ Naive T, CD8+ Memory/Effector T"
345,345,345,345,Lung,1,0.75,"CST7,GZMA,KLRF1,GNLY,KLRD1,GZMB,PRF1",nk cell,natural killer cell,CL:0000623,t/nk cell,"CD8+ Memory/Effector T, Natural Killer, Proliferating NK/T","CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T",Natural Killer,"Proliferating NK/T, Natural Killer T, CD8+ Memory/Effector T, Natural Killer"
346,346,346,346,Lung,1,0.75,"SELE,NEURL1B,ADAMTS4,RBP5,CYTL1,POSTN,PLVAP",bronchial vessel endothelial cell,,,endothelial cell,"Vein, Bronchial Vessel 1","Vein, Bronchial Vessel 1, Adventitial Fibroblast, Lipofibroblast","Vein, Bronchial Vessel 1","Vascular Smooth Muscle, Adventitial Fibroblast, Vein, Bronchial Vessel 1"
347,347,347,347,Lung,1,0.75,"AC100803.2,ADRA2C,JPH2,CCN5,MYH11,CNN1,FOXC2",smooth muscle cell,smooth muscle cell,CL:0000192,muscle cell,"Airway Smooth Muscle, Vascular Smooth Muscle","Airway Smooth Muscle, Vascular Smooth Muscle",Airway Smooth Muscle,"Airway Smooth Muscle, Vein, Vascular Smooth Muscle"
348,348,348,348,Lung,1,0.75,"FBLN1,MFAP4,PLA2G2A,MGP,SERPINF1,MFAP5,DCN",adventitial cell,adventitial cell,CL:0002503,adventitial cell,"Adventitial Fibroblast, Alveolar Fibroblast","Basal, Lymphatic, Adventitial Fibroblast, Alveolar Fibroblast",Mixture of multiple cell types including Adventitial Fibroblast and Lymphatic,"Basal, Alveolar Fibroblast, Adventitial Fibroblast, Differentiating Basal"
349,349,349,349,Lung,1,0.75,"FABP4,MS4A7,C1QA,APOE,ACP5,MRC1,MARCO",macrophage,macrophage,CL:0000235,macrophage/monocyte,"Macrophage, Proliferating Macrophage","Lymphatic, Macrophage, Proliferating Macrophage, Alveolar Fibroblast, Signaling Alveolar Epithelial Type 2, Macrophage, Proliferating Macrophage, TREM2+ Dendritic",Macrophage,"Macrophage, Proliferating Macrophage, TREM2+ Dendritic, Plasmacytoid Dendritic"
350,350,350,350,Lung,1,0.75,"HPGDS,GATA2,CD69,CPA3,VWA5A,TPSB2,MS4A2",basophil,basophil,CL:0000767,granulocyte,"Basophil/Mast 1, Basophil/Mast 2","Basophil/Mast 1, Basophil/Mast 2",Basophil/Mast,Basophil/Mast
351,351,351,351,Lung,1,0.75,"FCN1,VSIR,COTL1,MNDA,CD300E,S100A9,VCAN",classical monocyte,classical monocyte,CL:0000860,macrophage/monocyte,"Myeloid Dendritic Type 2, Myeloid Dendritic Type 1, EREG+ Dendritic, Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte","EREG+ Dendritic, Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Monocyte,B
352,352,352,352,Lung,1,0.75,"SOX17,NOS1,DKK2,MMRN2,NPR3,SSTR1,PTPRB",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell,Artery,Artery,Vascular,T cell
353,353,353,353,Lung,1,0.75,"PIFO,RSPH1,TPPP3,C11orf88,C1orf194,CAPS,TSPAN1",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated cell,"Ciliated, Proximal Ciliated, Platelet/Megakaryocyte","Ciliated, Proximal Ciliated, Platelet/Megakaryocyte",Ciliated,"Macrophage, Dendritic"
354,354,354,354,Lung,1,0.75,"CD1E,S100B,FCGR2B,FCER1A,CD1C,PKIB,CLEC10A",dendritic cell,dendritic cell,CL:0000451,dendritic cell,"Myeloid Dendritic Type 1, Myeloid Dendritic Type 2","Myeloid Dendritic Type 1, Myeloid Dendritic Type 2",Dendritic,"Monocyte, Dendritic"
355,355,355,355,Lung,1,0.75,"TSPAN1,SERPINB3,TFF3,SCGB1A1,LCN2,WFDC2,BPIFB1",respiratory goblet cell,respiratory goblet cell,CL:0002370,epithelial cell,"Goblet, Mucous","Proximal Ciliated, Goblet, Mucous, Ionocyte",Goblet,"Goblet, Mucous"
356,356,356,356,Lung,1,0.75,"KRT17,TACSTD2,ALDH3A1,PERP,KRT5,MIR205HG,KRT19",basal cell,basal cell,CL:0000646,stem cell,"Basal, Proximal Basal, Differentiating Basal, Proliferating Basal","Basal, Proximal Basal, Differentiating Basal, Proliferating Basal",Basal,Basal
357,357,357,357,Lung,1,0.75,"DERL3,IGHG2,SPAG4,MZB1,IGHA2,CD79A,IGHG3",plasma cell,plasma cell,CL:0000786,b cell,Plasma,"Plasma, Plasmacytoid Dendritic",Plasma,Plasma
358,358,358,358,Lung,1,0.75,"TNFRSF13C,LINC01781,BLK,VPREB3,TNFRSF13B,MS4A1,CD79A",b cell,B cell,CL:0000236,b cell,B,B,B,B
359,359,359,359,Lung,1,0.75,"LPO,ANO1,PRB1,C6orf58,PRB3,LINC01829,PRR4",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,secretory cell,Serous,"Serous, Alveolar Fibroblast",Serous,Fibromyocyte
