,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
143,2143,2143,2143,Lung,5,0.5,"CD22,BLK,LINC00926,BANK1,CD79B",B,B cell,CL:0000236,b cell,B cell,B Cells,B Cells,"B Cells, Follicular Helper T Cells",b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,T follicular helper cell,CL:0002038,0,0,0,-1,1.0000,0.3846,1.0000,1.0000
144,2144,2144,2144,Lung,5,0.5,"FHL2,PERP,CLDN1,KRT5,KRT19",Basal,basal cell,CL:0000646,stem cell,Basal epithelial cells,Basal Cells,Basal Cells,"Basal Cells, Keratinocytes",basal cell,CL:0000646,basal epithelial cell of prostatic duct,CL:0002236,basal cell,CL:0000646,keratinocyte,CL:0000312,0,-1,0,-1,1.0000,0.2500,1.0000,0.2500
145,2145,2145,2145,Lung,5,0.5,"METTL9,S100A12,S100A9,CTSS,S100A8",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,macrophage/monocyte,Neutrophil,Neutrophils,Neutrophils,"Neutrophils, Inflammatory Monocytes",neutrophil,CL:0000775,neutrophil,CL:0000775,neutrophil,CL:0000775,classical monocyte,CL:0000860,-1,-1,-1,-1,0.5000,0.6667,0.5000,0.5000
146,2146,2146,2146,Lung,5,0.5,"CD2,TRAT1,CD6,BCL11B,CAMK4",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,T cell,T Cells,T Cells,"T Cells, Memory T Cells, Regulatory T Cells",t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,memory regulatory T cell,CL:0002678,3,3,3,-1,0.6667,0.8182,0.6667,0.6667
147,2147,2147,2147,Lung,5,0.5,"CAPS,FANK1,RSPH1,DNAH6,FAM92B",Ciliated,ciliated cell,CL:0000064,ciliated cell,Ciliated epithelial cells,Ciliated Cells,Ciliated Cells,"Ciliated Cells, Respiratory Epithelial Cells, Immotile Cilia Syndrome Cells",ciliated cell,CL:0000064,ciliated epithelial cell,CL:0000067,ciliated cell,CL:0000064,nasopharyngeal epithelial cell,CL:1001573,0,-1,0,-1,1.0000,0.2857,1.0000,0.7500
148,2148,2148,2148,Lung,5,0.5,"HLA-DQA1,FCGR2B,GPR183,CLEC10A,MS4A6A",Dendritic,dendritic cell,CL:0000451,dendritic cell,B cell (memory B cell),Myeloid Dendritic Cells,Dendritic Cells,"Antigen-Presenting Cells, Dendritic Cells, B Cells",myeloid dendritic cell,CL:0000782,memory B cell,CL:0000787,dendritic cell,CL:0000451,professional antigen presenting cell,CL:0000145,-1,-1,0,1,1.0000,0.8000,0.7143,0.5714
149,2149,2149,2149,Lung,5,0.5,"CFD,C1S,FBLN1,C3,LUM",Fibroblast,fibroblast,CL:0000057,fibroblast,Mesenchymal stem cell,Fibroblasts,Fibroblasts,"Macrophages, Plasma Cells, Fibroblasts",fibroblast,CL:0000057,mesenchymal stem cell,CL:0000134,fibroblast,CL:0000057,subepithelial intestinal fibroblast,CL:4052007,0,1,0,-1,1.0000,0.8000,1.0000,0.6000
150,2150,2150,2150,Lung,5,0.5,"TIMP3,PKHD1L1,IGFBP7,PPFIBP1,PROX1",Lymphatic,,,immune cell,Lymphatic endothelial cell,Hepatocytes,Vascular Endothelial Cell,Mesenchymal cells,hepatocyte,CL:0000182,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of vascular tree,CL:0002139,mesenchymal cell,CL:0008019,-1,-1,8,11,0.2857,0.3333,0.2857,0.2500
151,2151,2151,2151,Lung,5,0.5,"VSIG4,APOC1,MARCO,C1QB,ITGAX",Macrophage,macrophage,CL:0000235,macrophage/monocyte,Macrophage,Macrophages,Alveolar Macrophage,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,alveolar macrophage,CL:0000583,macrophage,CL:0000235,0,0,-1,0,0.7143,1.0000,1.0000,1.0000
152,2152,2152,2152,Lung,5,0.5,"KLRD1,CD247,FCGR3A,KLRF1,GNLY",Natural Killer,natural killer cell,CL:0000623,t/nk cell,Natural Killer Cell,Natural Killer Cells,Natural Killer Cell,Natural Killer cells,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623,0,0,0,0,1.0000,1.0000,1.0000,1.0000
153,2153,2153,2153,Lung,5,0.5,"PRDX4,MANF,HSP90B1,SSR4,POU2AF1",Plasma,plasma cell,CL:0000786,b cell,Plasma cell,Plasmacytoid Dendritic Cells,B Cell,Secretory cells,plasmacytoid dendritic cell,CL:0000784,plasma cell,CL:0000786,b cell,CL:0000236,secretory cell,CL:0000151,-1,0,4,-1,0.6667,0.1111,0.3636,1.0000
154,2154,2154,2154,Lung,5,0.5,"SFTPA2,LAMP3,SFTPD,SFTPA1,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Type II epithelial cell,Alveolar Type II Cells,Type II Pneumocyte,Type II alveolar epithelial cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,type II pneumocyte differentiation,GO:0060510,pulmonary alveolar type 2 cell,CL:0002063,0,0,-1,0,-1,1.0000,1.0000,1.0000
155,2155,2155,2155,Lung,5,0.5,"HPGDS,GRAP2,TPSAB1,CPA3,VWA5A",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,Mast cell,Mast Cells,Mast Cell,Mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,-1,-1,-1,-1,-1,-1,-1,-1
156,2156,2156,2156,Lung,5,0.5,"RHOC,AIF1,LILRB2,FCGR3A,LST1",CD16+ Monocyte,,,macrophage/monocyte,Myeloid cell,Monocytes,Macrophage or Monocyte,Monocytes/Macrophages,monocyte,CL:0000576,myeloid cell,CL:0000763,granulocyte monocyte progenitor cell,CL:0000557,macrophage,CL:0000235,2,4,6,4,0.3750,0.5000,0.6667,0.4286
157,2157,2157,2157,Lung,5,0.5,"EPAS1,FCN3,BTNL9,CDC42EP1,CD81",Capillary,,,blood vessel cell,Endothelial cell,Endothelial Cells,Fibroblast,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,fibroblast,CL:0000057,endothelial cell,CL:0000115,4,4,6,4,-1,-1,-1,-1
158,2158,2158,2158,Lung,5,0.5,"NKG7,CCL5,CD8A,RPL34,GZMA",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,Cytotoxic T cell,CD8 T Cells,Cytotoxic T Cell,Cytotoxic T cells,"CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic t cell,CL:0000910,cytotoxic t cell,CL:0000910,cytotoxic t cell,CL:0000910,0,-1,-1,-1,0.6364,0.6364,1.0000,0.6364
159,2159,2159,2159,Lung,5,0.5,"WFDC2,DSTN,CYB5A,C16orf89,SCGB3A2",Club,club cell,CL:0000158,epithelial cell,Club cell (Clara cell),Ciliated Cells,Club Cell,Clara cells,ciliated cell,CL:0000064,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,7,0,0,0,1.0000,1.0000,0.4000,1.0000
160,2160,2160,2160,Lung,5,0.5,"POSTN,COL1A2,ITGBL1,COL1A1,BGN",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,Fibroblast,Fibroblasts,Fibroblasts,Fibroblasts,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,-1,-1,-1,-1,0.6000,0.6000,0.6000,0.6000
161,2161,2161,2161,Lung,5,0.5,"PTPRE,IRF7,SEC61B,GZMB,IL3RA",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Dendritic cell,Natural Killer T Cells,Immune cells,Natural Killer cells,natural killer cell,CL:0000623,dendritic cell,CL:0000451,leukocyte,CL:0000738,natural killer cell,CL:0000623,-1,1,3,-1,0.5000,0.3636,0.3636,0.8333
162,2162,2162,2162,Lung,5,0.5,"TYMS,UBE2C,STMN1,BIRC5,H2AFZ",Proliferating Macrophage,,,macrophage/monocyte,Cancer cells (proliferating cells),Malignant Cells,Proliferating cells,Proliferating cells,malignant cell,CL:0001064,multinucleate cell,CL:0000228,cycling B cell,CL:4033068,cycling B cell,CL:4033068,-1,-1,-1,-1,0.3636,0.3636,0.1250,0.2222
